pdb,label,prob1
4hf7_1,1,0.712
4hhe_4,0,0.162
4hj1_6,0,0.05
4hne_6,0,0.174
4hok_1,0,0.31
4hwx_1,1,0.868
4i15_1,0,0.146
4i1m_4,0,0.46
4i1t_1,1,0.764
4i24_3,0,0.714
4i5q_1,1,0.95
4i6s_9,0,0.49
4i8c_13,0,0.024
4ic3_1,1,0.984
4ikm_1,0,0.066
4ina_1,1,0.8
4iry_1,0,0.054
4iyp_5,0,0.286
4iys_1,0,0.178
4j2p_1,1,0.754
4j9a_11,1,0.9
4jc8_1,0,0.266
4jdl_2,1,0.61
4je1_1,1,0.968
4jp4_1,0,0.186
4ju5_1,0,0.27
4jz2_1,1,0.92
4k30_3,1,0.974
4k5s_1,0,0.002
4kcx_1,1,0.922
4kgb_1,1,0.72
4kkd_1,0,0.032
4kmd_4,0,0.016
4knh_1,0,0.016
4knh_4,0,0.02
4kv9_1,1,0.61
4kvr_2,1,0.864
4kxf_17,0,0.008
4kyx_1,1,0.806
4l3q_1,0,0.024
4l4w_9,0,0.072
4l4z_1,1,0.912
4l7e_1,1,0.462
4l85_1,0,0.978
4ld8_1,1,0.97
4ldb_4,0,0.134
4ldz_1,0,0.922
4le0_1,1,0.952
4lev_3,0,0.05
4lft_1,1,0.736
4lhc_2,0,0.026
4lir_1,1,0.89
4ljk_2,1,0.952
4lmf_6,1,0.788
4lo5_2,0,0.038
4low_1,1,0.974
4lrw_1,0,0.252
4lw8_1,1,0.972
4lza_1,1,0.86
4m58_1,0,0.224
4mdh_1,1,0.326
4mei_1,1,0.964
4mhr_2,1,0.874
4mko_2,0,0.65
4mkq_1,0,0.54
4mmm_5,1,0.974
4mqb_1,0,0.09
4muo_1,1,0.768
4n3v_1,0,0.396
4n4a_3,0,0.098
4nf1_4,1,1.0
4ngf_4,0,0.038
4nif_2,0,0.16
4nk0_2,0,0.914
4nld_3,0,0.024
4nnz_2,0,0.07
4npj_1,0,0.012
4nqq_1,1,0.834
4nsv_1,1,0.248
4nuq_1,1,0.908
4nvr_1,1,0.98
4nwc_2,0,0.236
4nxf_1,1,0.8
4nxw_2,0,0.032
4nzj_2,1,0.07
4nzq_2,0,0.106
4nzv_1,1,0.912
4o03_1,0,0.006
4o1h_1,1,0.862
4o1i_2,1,0.914
4o1r_2,1,0.902
4o1w_1,1,0.698
4o67_1,0,0.166
4o7v_1,1,0.898
4o9k_1,1,0.324
4oar_3,0,0.53
4ofd_1,1,0.382
4ohc_2,1,0.888
4oie_1,1,0.846
4oja_1,1,0.986
4oky_1,1,0.848
4omv_1,1,0.808
4oph_1,0,0.11
4ov8_5,0,0.094
4p2l_1,0,0.0
4p3o_5,0,0.0
4p3w_1,0,0.18
4p52_2,0,0.234
4p7o_1,0,0.064
4paa_1,0,0.0
4pbc_1,0,0.194
4pbe_1,1,0.962
4pel_7,0,0.0
4pfe_1,0,0.096
4ph6_1,1,0.908
4pln_1,0,0.014
4pob_1,1,0.894
4ppy_1,1,0.714
4pr3_1,1,0.612
4pwz_1,0,0.08
4pyz_1,0,0.074
4pz8_4,0,0.0
4pz9_1,1,0.95
4pzk_1,1,0.384
4q5y_1,0,0.014
4q7e_1,1,0.974
4q7j_22,0,0.018
4q96_2,0,0.746
4q97_1,1,0.904
4q9a_1,1,0.93
4qbo_1,1,0.998
4qdh_1,0,0.0
4qds_1,0,0.624
4qf2_1,1,0.916
4qf3_3,1,0.926
4qgb_1,0,0.158
4qhh_3,0,0.494
4qhi_1,0,0.784
4qhj_1,0,0.968
4qin_1,1,0.276
4qxw_1,1,0.962
4ray_1,0,0.398
4rb0_7,0,0.552
4rct_1,0,0.558
4re8_3,1,0.968
4red_1,0,0.046
4red_8,0,0.054
4rfp_1,1,0.508
4rly_3,0,0.102
4rmm_1,1,0.922
4rnj_1,0,0.456
4rxj_2,0,0.324
4rz0_1,1,0.848
4rzk_1,1,0.708
4s3m_1,0,0.344
4tkx_3,0,0.042
4tkz_2,1,0.67
4tmb_2,1,0.7
4trt_1,1,0.58
4tse_1,0,0.27
4tt4_1,0,0.48
4ttw_1,1,0.974
4twa_2,0,0.002
4u04_1,1,0.88
4u5k_1,0,0.2
4u66_5,0,0.412
4u9o_3,0,0.356
4v07_1,1,0.822
4w4j_5,0,0.128
4w8c_6,0,0.134
4w8j_6,0,0.06
4w8p_5,0,0.164
4whj_1,1,0.618
4wlm_2,0,0.222
4wny_1,1,0.868
4wov_3,1,0.13
4wph_1,0,0.002
4wt0_1,1,0.98
4wvr_2,1,0.932
4wwc_3,0,0.02
4wzh_4,0,0.056
4x0r_1,1,0.69
4x94_4,0,0.02
4xar_1,0,0.408
4xas_1,1,0.6
4xbd_3,0,0.376
4xea_1,1,0.116
4xss_5,0,0.008
4xvv_1,1,0.518
4xws_2,1,0.296
4y5u_1,0,0.296
4ye0_1,1,0.792
4yet_1,1,0.972
4yh6_1,0,0.018
4yiw_1,1,0.982
4yl6_4,0,0.674
4ytv_3,0,0.362
4yxf_1,1,0.87
4yyy_1,0,0.128
4zai_4,0,0.594
4zch_5,0,0.234
4zdu_4,0,0.092
4zhr_4,0,0.002
4zlp_4,0,0.274
4zms_1,0,0.98
4zmy_1,0,0.59
4zng_1,1,0.492
4zqb_1,0,0.366
4zrn_1,1,0.93
4zwv_1,1,0.822
5a0j_1,1,0.878
5a1k_8,0,0.042
5abr_1,1,0.996
5afb_2,0,0.086
5afb_5,0,0.04
5ajn_3,0,0.02
5an1_5,1,0.788
5ayp_1,1,0.866
5b1y_1,1,0.902
5b3z_1,0,0.012
5b7z_1,0,0.138
5bqn_4,0,0.006
5c04_1,1,0.988
5c2x_1,1,0.842
5c3q_18,0,0.0
5c6m_2,1,0.95
5c9v_3,0,0.0
5ca9_6,0,0.08
5cb2_3,0,0.064
5cho_3,1,0.506
5cjj_1,1,0.92
5ckl_1,0,0.898
5ckm_1,1,0.674
5ckn_1,0,0.024
5coa_3,0,0.23
5col_1,0,0.754
5cow_2,0,0.472
5crb_1,0,0.504
5crc_1,0,0.102
5cro_1,1,0.97
5csa_6,0,0.08
5d9g_2,0,0.198
5dbl_1,0,0.08
5dqw_1,1,0.862
5dra_1,1,0.904
5dtm_1,0,0.106
5dyk_2,0,0.196
5dym_1,1,0.606
5dyw_1,0,0.018
5dzm_3,0,0.054
5e5p_4,0,0.268
5e6m_3,0,0.004
5eb9_1,1,0.96
5edx_1,1,0.874
5eg8_1,0,0.03
5eo6_1,1,0.88
5ep8_1,1,0.944
5eq9_1,1,0.844
5eqf_7,0,0.008
5ex9_2,0,0.336
5exv_1,1,0.67
5eyo_2,1,0.206
5f05_1,1,0.916
5f3k_1,0,0.364
5f5m_14,0,0.0
5f5m_2,0,0.188
5f5r_2,0,0.504
5f74_2,0,0.13
5feg_1,1,0.964
5fgo_1,0,0.452
5fjz_4,0,0.22
5fn0_6,0,0.002
5fom_2,0,0.216
5fub_1,1,0.636
5fuf_1,0,0.118
5gkx_4,0,0.544
5gmj_6,0,0.24
5gt9_1,0,0.144
5gus_1,0,0.15
5gx8_1,0,0.0
5gyr_7,0,0.214
5gzu_1,0,0.008
5h0i_1,0,0.044
5h13_1,0,0.052
5h23_1,1,0.818
5h5n_1,1,0.944
5h7z_5,0,0.0
5hay_1,0,0.02
5hb0_7,0,0.332
5hiz_1,1,0.862
5hkl_1,1,0.892
5hm4_1,1,0.768
5hns_1,0,0.432
5ho9_4,0,0.014
5hpj_1,1,0.772
5hpk_5,0,0.006
5hqw_1,1,0.916
5hs8_1,0,0.71
5hsx_3,1,0.972
5hu7_1,1,0.856
5hxo_1,1,0.814
5i10_2,1,0.956
5i4c_1,1,0.95
5ie7_1,1,0.934
5ifw_6,0,0.098
5ig8_1,1,0.172
5igh_2,0,0.164
5igp_2,0,0.232
5il5_1,1,0.928
5imt_6,0,0.0
5iqw_2,0,0.514
5iu2_1,0,0.452
5iu9_1,1,0.084
5j1f_4,0,0.26
5j6o_1,1,0.89
5j7n_3,0,0.328
5j9c_1,1,1.0
5jgk_1,0,0.054
5jk9_1,0,0.062
5jrh_1,0,0.006
5jsq_1,1,0.826
5k2i_1,1,0.892
5k4b_1,0,0.0
5k5t_1,0,0.014
5k93_1,0,0.056
5kol_2,1,0.95
5ks7_1,1,0.484
5kvt_2,0,0.034
5kyn_7,0,0.204
5kz6_1,0,0.454
5l40_2,0,0.176
5l45_1,0,0.11
5l6q_1,1,0.894
5l7d_1,0,0.054
5l7n_1,0,0.306
5lb8_1,0,0.01
5lc1_5,1,0.936
5lj8_3,0,0.178
5llj_1,1,0.96
5lta_3,0,0.0
5lvz_1,1,0.84
5lx8_1,0,0.134
5m7q_3,1,0.92
5mat_1,0,0.144
5mfa_3,0,0.086
5mio_5,0,0.096
5mja_1,0,0.02
5mqh_4,0,0.1
5msn_1,0,0.016
5mus_1,0,0.108
5mwx_1,1,0.958
5mz4_7,0,0.052
5n69_1,0,0.0
5n71_4,0,0.05
5n7l_1,1,0.984
5na8_5,0,0.004
5ncr_1,1,0.968
5ncs_1,0,0.246
5nfo_5,0,0.01
5nqz_11,0,0.032
5o8e_2,0,0.002
5oj8_3,0,0.19
5omn_2,0,0.026
5onc_1,0,0.728
5oym_13,0,0.358
5p21_1,0,0.114
5qsl_2,0,0.118
5svg_1,0,0.666
5sy4_1,1,0.83
5t93_1,1,0.99
5t9f_1,0,0.244
5tc2_1,1,0.966
5tdq_2,0,0.924
5trb_1,1,0.98
5tus_3,1,0.388
5u0i_1,1,0.996
5u0k_4,1,0.962
5uig_4,0,0.458
5ujf_2,1,0.686
5ume_2,1,0.802
5uos_1,0,0.126
5uqm_2,0,0.028
5uvc_5,0,0.004
5uzx_1,0,0.188
5v01_1,1,0.978
5v38_7,0,0.012
5vcp_1,1,0.984
5vdf_4,1,0.91
5vkt_2,1,0.772
5vm1_5,1,0.81
5vm4_4,1,0.826
5vm9_1,0,0.0
5vsc_1,1,0.22
5vxa_3,1,0.86
5w5i_6,0,0.002
5wdi_2,0,0.042
5wly_5,0,0.662
5wme_4,0,0.502
5wme_5,0,0.326
5wof_13,0,0.772
5wqi_2,1,0.904
5wtx_4,0,0.0
5wyg_1,1,0.924
5x9i_1,1,0.246
5xbi_1,0,0.218
5xfl_2,0,0.288
5xo7_1,1,0.954
5xpu_3,0,0.078
5xq1_1,0,0.53
5xwe_1,1,0.836
5xwm_1,0,0.022
5xwm_3,0,0.0
5xwz_2,1,0.964
5xzw_7,0,0.016
5y2f_2,0,0.14
5y3e_2,0,0.612
5y4s_6,0,0.11
5y4t_1,1,0.806
5y5w_17,0,0.168
5y5w_3,0,0.114
5y9h_4,0,0.114
5y9h_6,0,0.022
5yfn_4,0,0.074
5ygs_6,0,0.528
5yij_13,0,0.0
5yim_2,0,0.02
5yp1_3,0,0.0
5yrg_1,1,0.974
5z0y_1,1,0.428
5z70_2,0,0.556
5zhq_1,0,0.014
5zln_1,0,0.126
5zmd_1,0,0.0
5znd_3,0,0.186
5zw3_1,1,0.69
5zyo_2,0,0.068
6a16_5,0,0.554
6a17_1,0,0.52
6a1z_5,0,0.006
6aob_1,0,0.402
6ar4_1,1,0.942
6as7_3,0,0.0
6auj_1,1,0.318
6azh_1,1,0.454
6b5q_7,0,0.086
6b72_1,0,0.806
6bb8_2,0,0.03
6beb_5,0,0.188
6bi7_21,0,0.136
6bm9_1,0,0.454
6bnc_1,0,0.028
6bui_11,0,0.02
6bwy_1,0,0.002
6cf6_1,0,0.428
6cgb_1,1,0.336
6cjs_3,0,0.532
6d2s_6,0,0.774
6d3l_1,0,0.028
6d9m_4,0,0.256
6dd5_1,0,0.016
6dfk_9,0,0.006
6dkk_1,0,0.258
6dkk_6,0,0.046
6eet_1,0,0.032
6eku_2,0,0.01
6emt_1,0,0.312
6eng_3,0,0.01
6epp_2,0,0.0
6ewi_3,0,0.416
6f1k_1,0,0.446
6f6p_1,0,0.17
6fhm_1,0,0.138
6fju_1,0,0.584
6fjv_2,0,0.922
6fnz_4,0,0.182
6fpt_1,0,0.378
6fwt_2,0,0.592
6g16_10,0,0.206
6g20_4,0,0.418
6g88_1,0,0.002
6g8t_3,0,0.758
6gc9_1,1,0.242
6gfk_3,0,0.166
6gjq_3,0,0.87
6gsu_1,1,0.9
6gv1_7,0,0.532
6gzc_3,0,0.266
6h3s_1,0,0.046
6h3u_14,0,0.404
6h4h_10,0,0.002
6h97_3,0,0.172
6hkw_16,0,0.092
6hzl_2,0,0.004
6i04_3,0,0.02
6i3j_3,0,0.046
6i7k_1,0,0.094
6i97_1,0,0.006
6ii0_11,0,0.048
6ii0_6,0,0.272
6ii0_7,0,0.014
6iii_1,0,0.002
6iny_1,0,0.02
6j09_4,0,0.0
6j09_5,0,0.032
6j20_3,0,0.002
6jdu_3,0,0.008
6jj4_4,0,0.068
6jod_12,0,0.014
6jol_2,0,0.2
6jsd_1,0,0.11
6jtz_1,0,0.148
6k6n_1,0,0.114
6kc6_7,0,0.092
6lnp_1,0,0.288
6mac_5,0,0.466
6mav_7,0,0.718
6mxd_2,0,0.546
6n5z_1,0,0.364
6nc7_1,0,0.144
6nfl_3,0,0.936
6np6_5,0,0.604
6o9q_5,0,0.002
6orf_1,0,0.01
6otn_2,0,0.446
6p40_1,0,0.116
6pkc_4,0,0.234
6pqn_5,0,0.154
6qgs_17,0,0.646
6qpp_2,0,0.532
6qq2_2,0,0.01
6qsn_1,0,0.058
6qu4_11,0,0.006
6qzh_3,0,0.006
6r2f_1,0,0.25
6r2s_8,0,0.27
6r80_2,0,0.442
6rp3_5,0,0.344
6rrc_4,0,0.078
6s1l_5,0,0.334
6tfq_4,0,0.018
6tka_4,0,0.012
6txq_3,0,0.0
6ucm_16,0,0.22
6vdd_2,0,0.022
6w25_2,0,0.136
6wrh_3,0,0.012
8jdw_1,0,0.05
