pdb,label,prob1
4hf7_1,1,0.704
4hhe_4,0,0.108
4hj1_6,0,0.046
4hne_6,0,0.08
4hok_1,0,0.108
4hwx_1,1,0.984
4i15_1,0,0.33
4i1m_4,0,0.44
4i1t_1,1,0.664
4i24_3,0,0.628
4i5q_1,1,0.932
4i6s_9,0,0.476
4i8c_13,0,0.048
4ic3_1,1,1.0
4ikm_1,0,0.054
4ina_1,1,0.956
4iry_1,0,0.24
4iyp_5,0,0.336
4iys_1,0,0.194
4j2p_1,1,0.734
4j9a_11,1,0.962
4jc8_1,0,0.092
4jdl_2,1,0.79
4je1_1,1,0.994
4jp4_1,0,0.34
4ju5_1,0,0.244
4jz2_1,1,0.862
4k30_3,1,0.908
4k5s_1,0,0.002
4kcx_1,1,0.904
4kgb_1,1,0.542
4kkd_1,0,0.034
4kmd_4,0,0.074
4knh_1,0,0.002
4knh_4,0,0.006
4kv9_1,1,0.638
4kvr_2,1,0.95
4kxf_17,0,0.0
4kyx_1,1,0.892
4l3q_1,0,0.0
4l4w_9,0,0.064
4l4z_1,1,0.968
4l7e_1,1,0.22
4l85_1,0,0.824
4ld8_1,1,0.952
4ldb_4,0,0.142
4ldz_1,0,0.86
4le0_1,1,1.0
4lev_3,0,0.022
4lft_1,1,0.926
4lhc_2,0,0.0
4lir_1,1,0.968
4ljk_2,1,0.992
4lmf_6,1,0.802
4lo5_2,0,0.072
4low_1,1,0.996
4lrw_1,0,0.348
4lw8_1,1,0.948
4lza_1,1,0.616
4m58_1,0,0.222
4mdh_1,1,0.506
4mei_1,1,0.972
4mhr_2,1,0.958
4mko_2,0,0.86
4mkq_1,0,0.558
4mmm_5,1,0.992
4mqb_1,0,0.16
4muo_1,1,0.618
4n3v_1,0,0.682
4n4a_3,0,0.148
4nf1_4,1,1.0
4ngf_4,0,0.244
4nif_2,0,0.334
4nk0_2,0,0.978
4nld_3,0,0.012
4nnz_2,0,0.062
4npj_1,0,0.002
4nqq_1,1,0.744
4nsv_1,1,0.396
4nuq_1,1,0.954
4nvr_1,1,0.996
4nwc_2,0,0.056
4nxf_1,1,0.91
4nxw_2,0,0.04
4nzj_2,1,0.246
4nzq_2,0,0.144
4nzv_1,1,0.97
4o03_1,0,0.052
4o1h_1,1,0.916
4o1i_2,1,0.912
4o1r_2,1,0.812
4o1w_1,1,0.966
4o67_1,0,0.272
4o7v_1,1,0.794
4o9k_1,1,0.502
4oar_3,0,0.31
4ofd_1,1,0.39
4ohc_2,1,0.928
4oie_1,1,0.94
4oja_1,1,0.99
4oky_1,1,0.816
4omv_1,1,0.704
4oph_1,0,0.2
4ov8_5,0,0.016
4p2l_1,0,0.004
4p3o_5,0,0.0
4p3w_1,0,0.284
4p52_2,0,0.504
4p7o_1,0,0.04
4paa_1,0,0.0
4pbc_1,0,0.106
4pbe_1,1,0.83
4pel_7,0,0.002
4pfe_1,0,0.094
4ph6_1,1,0.95
4pln_1,0,0.0
4pob_1,1,0.958
4ppy_1,1,0.832
4pr3_1,1,0.378
4pwz_1,0,0.0
4pyz_1,0,0.016
4pz8_4,0,0.004
4pz9_1,1,0.934
4pzk_1,1,0.57
4q5y_1,0,0.04
4q7e_1,1,0.988
4q7j_22,0,0.0
4q96_2,0,0.596
4q97_1,1,0.918
4q9a_1,1,0.988
4qbo_1,1,0.954
4qdh_1,0,0.002
4qds_1,0,0.57
4qf2_1,1,0.954
4qf3_3,1,0.998
4qgb_1,0,0.134
4qhh_3,0,0.47
4qhi_1,0,0.616
4qhj_1,0,0.94
4qin_1,1,0.198
4qxw_1,1,0.998
4ray_1,0,0.744
4rb0_7,0,0.748
4rct_1,0,0.574
4re8_3,1,0.926
4red_1,0,0.052
4red_8,0,0.01
4rfp_1,1,0.312
4rly_3,0,0.196
4rmm_1,1,0.91
4rnj_1,0,0.61
4rxj_2,0,0.314
4rz0_1,1,0.904
4rzk_1,1,0.992
4s3m_1,0,0.308
4tkx_3,0,0.034
4tkz_2,1,0.65
4tmb_2,1,0.666
4trt_1,1,0.582
4tse_1,0,0.188
4tt4_1,0,0.4
4ttw_1,1,0.912
4twa_2,0,0.0
4u04_1,1,0.938
4u5k_1,0,0.384
4u66_5,0,0.28
4u9o_3,0,0.196
4v07_1,1,0.76
4w4j_5,0,0.15
4w8c_6,0,0.208
4w8j_6,0,0.0
4w8p_5,0,0.152
4whj_1,1,0.624
4wlm_2,0,0.178
4wny_1,1,0.754
4wov_3,1,0.342
4wph_1,0,0.008
4wt0_1,1,0.998
4wvr_2,1,0.962
4wwc_3,0,0.0
4wzh_4,0,0.124
4x0r_1,1,0.656
4x94_4,0,0.052
4xar_1,0,0.302
4xas_1,1,0.582
4xbd_3,0,0.598
4xea_1,1,0.15
4xss_5,0,0.088
4xvv_1,1,0.784
4xws_2,1,0.174
4y5u_1,0,0.204
4ye0_1,1,0.968
4yet_1,1,0.964
4yh6_1,0,0.038
4yiw_1,1,0.978
4yl6_4,0,0.83
4ytv_3,0,0.456
4yxf_1,1,0.766
4yyy_1,0,0.058
4zai_4,0,0.828
4zch_5,0,0.04
4zdu_4,0,0.004
4zhr_4,0,0.008
4zlp_4,0,0.452
4zms_1,0,0.994
4zmy_1,0,0.534
4zng_1,1,0.398
4zqb_1,0,0.548
4zrn_1,1,0.856
4zwv_1,1,0.83
5a0j_1,1,0.81
5a1k_8,0,0.022
5abr_1,1,1.0
5afb_2,0,0.0
5afb_5,0,0.222
5ajn_3,0,0.0
5an1_5,1,0.718
5ayp_1,1,0.432
5b1y_1,1,0.406
5b3z_1,0,0.004
5b7z_1,0,0.156
5bqn_4,0,0.006
5c04_1,1,0.97
5c2x_1,1,0.846
5c3q_18,0,0.008
5c6m_2,1,0.902
5c9v_3,0,0.012
5ca9_6,0,0.028
5cb2_3,0,0.004
5cho_3,1,0.098
5cjj_1,1,0.942
5ckl_1,0,0.994
5ckm_1,1,0.528
5ckn_1,0,0.086
5coa_3,0,0.158
5col_1,0,0.896
5cow_2,0,0.534
5crb_1,0,0.138
5crc_1,0,0.242
5cro_1,1,1.0
5csa_6,0,0.0
5d9g_2,0,0.648
5dbl_1,0,0.044
5dqw_1,1,0.77
5dra_1,1,0.988
5dtm_1,0,0.136
5dyk_2,0,0.06
5dym_1,1,0.534
5dyw_1,0,0.062
5dzm_3,0,0.124
5e5p_4,0,0.58
5e6m_3,0,0.002
5eb9_1,1,0.992
5edx_1,1,0.984
5eg8_1,0,0.066
5eo6_1,1,0.754
5ep8_1,1,0.95
5eq9_1,1,0.582
5eqf_7,0,0.0
5ex9_2,0,0.078
5exv_1,1,0.552
5eyo_2,1,0.338
5f05_1,1,0.616
5f3k_1,0,0.324
5f5m_14,0,0.0
5f5m_2,0,0.23
5f5r_2,0,0.394
5f74_2,0,0.026
5feg_1,1,0.924
5fgo_1,0,0.322
5fjz_4,0,0.29
5fn0_6,0,0.0
5fom_2,0,0.254
5fub_1,1,0.782
5fuf_1,0,0.132
5gkx_4,0,0.264
5gmj_6,0,0.126
5gt9_1,0,0.026
5gus_1,0,0.16
5gx8_1,0,0.0
5gyr_7,0,0.112
5gzu_1,0,0.004
5h0i_1,0,0.05
5h13_1,0,0.07
5h23_1,1,0.768
5h5n_1,1,0.956
5h7z_5,0,0.004
5hay_1,0,0.0
5hb0_7,0,0.396
5hiz_1,1,0.928
5hkl_1,1,0.928
5hm4_1,1,0.582
5hns_1,0,0.65
5ho9_4,0,0.01
5hpj_1,1,0.882
5hpk_5,0,0.052
5hqw_1,1,0.874
5hs8_1,0,0.77
5hsx_3,1,0.952
5hu7_1,1,0.674
5hxo_1,1,0.736
5i10_2,1,0.964
5i4c_1,1,0.982
5ie7_1,1,0.944
5ifw_6,0,0.204
5ig8_1,1,0.398
5igh_2,0,0.13
5igp_2,0,0.184
5il5_1,1,0.87
5imt_6,0,0.012
5iqw_2,0,0.58
5iu2_1,0,0.26
5iu9_1,1,0.006
5j1f_4,0,0.584
5j6o_1,1,0.966
5j7n_3,0,0.312
5j9c_1,1,0.968
5jgk_1,0,0.03
5jk9_1,0,0.034
5jrh_1,0,0.0
5jsq_1,1,0.892
5k2i_1,1,0.932
5k4b_1,0,0.0
5k5t_1,0,0.062
5k93_1,0,0.006
5kol_2,1,0.884
5ks7_1,1,0.252
5kvt_2,0,0.016
5kyn_7,0,0.144
5kz6_1,0,0.27
5l40_2,0,0.058
5l45_1,0,0.07
5l6q_1,1,0.998
5l7d_1,0,0.0
5l7n_1,0,0.312
5lb8_1,0,0.0
5lc1_5,1,0.662
5lj8_3,0,0.32
5llj_1,1,1.0
5lta_3,0,0.01
5lvz_1,1,0.724
5lx8_1,0,0.054
5m7q_3,1,0.96
5mat_1,0,0.136
5mfa_3,0,0.024
5mio_5,0,0.036
5mja_1,0,0.06
5mqh_4,0,0.016
5msn_1,0,0.0
5mus_1,0,0.09
5mwx_1,1,0.97
5mz4_7,0,0.06
5n69_1,0,0.0
5n71_4,0,0.088
5n7l_1,1,0.994
5na8_5,0,0.0
5ncr_1,1,0.94
5ncs_1,0,0.164
5nfo_5,0,0.002
5nqz_11,0,0.018
5o8e_2,0,0.004
5oj8_3,0,0.312
5omn_2,0,0.008
5onc_1,0,0.486
5oym_13,0,0.174
5p21_1,0,0.21
5qsl_2,0,0.184
5svg_1,0,0.788
5sy4_1,1,0.652
5t93_1,1,0.964
5t9f_1,0,0.128
5tc2_1,1,0.964
5tdq_2,0,0.852
5trb_1,1,0.996
5tus_3,1,0.158
5u0i_1,1,0.996
5u0k_4,1,0.936
5uig_4,0,0.366
5ujf_2,1,0.692
5ume_2,1,0.648
5uos_1,0,0.014
5uqm_2,0,0.0
5uvc_5,0,0.0
5uzx_1,0,0.552
5v01_1,1,0.998
5v38_7,0,0.004
5vcp_1,1,0.998
5vdf_4,1,0.804
5vkt_2,1,0.838
5vm1_5,1,0.858
5vm4_4,1,0.928
5vm9_1,0,0.0
5vsc_1,1,0.296
5vxa_3,1,0.654
5w5i_6,0,0.006
5wdi_2,0,0.172
5wly_5,0,0.53
5wme_4,0,0.568
5wme_5,0,0.362
5wof_13,0,0.772
5wqi_2,1,0.562
5wtx_4,0,0.0
5wyg_1,1,0.984
5x9i_1,1,0.182
5xbi_1,0,0.262
5xfl_2,0,0.26
5xo7_1,1,0.94
5xpu_3,0,0.106
5xq1_1,0,0.442
5xwe_1,1,0.81
5xwm_1,0,0.018
5xwm_3,0,0.0
5xwz_2,1,0.948
5xzw_7,0,0.002
5y2f_2,0,0.054
5y3e_2,0,0.534
5y4s_6,0,0.002
5y4t_1,1,0.93
5y5w_17,0,0.088
5y5w_3,0,0.104
5y9h_4,0,0.022
5y9h_6,0,0.016
5yfn_4,0,0.042
5ygs_6,0,0.262
5yij_13,0,0.0
5yim_2,0,0.0
5yp1_3,0,0.006
5yrg_1,1,0.938
5z0y_1,1,0.086
5z70_2,0,0.108
5zhq_1,0,0.002
5zln_1,0,0.018
5zmd_1,0,0.0
5znd_3,0,0.106
5zw3_1,1,0.756
5zyo_2,0,0.012
6a16_5,0,0.33
6a17_1,0,0.37
6a1z_5,0,0.0
6aob_1,0,0.342
6ar4_1,1,0.882
6as7_3,0,0.0
6auj_1,1,0.192
6azh_1,1,0.602
6b5q_7,0,0.088
6b72_1,0,0.948
6bb8_2,0,0.012
6beb_5,0,0.546
6bi7_21,0,0.078
6bm9_1,0,0.05
6bnc_1,0,0.106
6bui_11,0,0.0
6bwy_1,0,0.0
6cf6_1,0,0.562
6cgb_1,1,0.552
6cjs_3,0,0.762
6d2s_6,0,0.41
6d3l_1,0,0.002
6d9m_4,0,0.074
6dd5_1,0,0.012
6dfk_9,0,0.014
6dkk_1,0,0.884
6dkk_6,0,0.336
6eet_1,0,0.0
6eku_2,0,0.002
6emt_1,0,0.088
6eng_3,0,0.01
6epp_2,0,0.0
6ewi_3,0,0.422
6f1k_1,0,0.814
6f6p_1,0,0.42
6fhm_1,0,0.05
6fju_1,0,0.42
6fjv_2,0,0.97
6fnz_4,0,0.182
6fpt_1,0,0.522
6fwt_2,0,0.686
6g16_10,0,0.75
6g20_4,0,0.152
6g88_1,0,0.004
6g8t_3,0,0.796
6gc9_1,1,0.096
6gfk_3,0,0.19
6gjq_3,0,0.922
6gsu_1,1,0.664
6gv1_7,0,0.248
6gzc_3,0,0.588
6h3s_1,0,0.052
6h3u_14,0,0.424
6h4h_10,0,0.02
6h97_3,0,0.05
6hkw_16,0,0.052
6hzl_2,0,0.002
6i04_3,0,0.008
6i3j_3,0,0.128
6i7k_1,0,0.146
6i97_1,0,0.0
6ii0_11,0,0.022
6ii0_6,0,0.19
6ii0_7,0,0.09
6iii_1,0,0.0
6iny_1,0,0.052
6j09_4,0,0.068
6j09_5,0,0.008
6j20_3,0,0.0
6jdu_3,0,0.004
6jj4_4,0,0.026
6jod_12,0,0.0
6jol_2,0,0.328
6jsd_1,0,0.046
6jtz_1,0,0.036
6k6n_1,0,0.126
6kc6_7,0,0.174
6lnp_1,0,0.428
6mac_5,0,0.528
6mav_7,0,0.812
6mxd_2,0,0.63
6n5z_1,0,0.546
6nc7_1,0,0.1
6nfl_3,0,0.954
6np6_5,0,0.374
6o9q_5,0,0.004
6orf_1,0,0.004
6otn_2,0,0.312
6p40_1,0,0.038
6pkc_4,0,0.154
6pqn_5,0,0.04
6qgs_17,0,0.62
6qpp_2,0,0.27
6qq2_2,0,0.004
6qsn_1,0,0.004
6qu4_11,0,0.004
6qzh_3,0,0.0
6r2f_1,0,0.388
6r2s_8,0,0.206
6r80_2,0,0.508
6rp3_5,0,0.808
6rrc_4,0,0.0
6s1l_5,0,0.712
6tfq_4,0,0.0
6tka_4,0,0.0
6txq_3,0,0.0
6ucm_16,0,0.532
6vdd_2,0,0.002
6w25_2,0,0.008
6wrh_3,0,0.018
8jdw_1,0,0.056
