pdb,label,prob1
4hf7_1,1,0.736
4hhe_4,0,0.078
4hj1_6,0,0.042
4hne_6,0,0.17
4hok_1,0,0.35
4hwx_1,1,0.97
4i15_1,0,0.172
4i1m_4,0,0.464
4i1t_1,1,0.82
4i24_3,0,0.664
4i5q_1,1,0.936
4i6s_9,0,0.498
4i8c_13,0,0.036
4ic3_1,1,0.962
4ikm_1,0,0.044
4ina_1,1,0.796
4iry_1,0,0.066
4iyp_5,0,0.232
4iys_1,0,0.232
4j2p_1,1,0.656
4j9a_11,1,0.942
4jc8_1,0,0.164
4jdl_2,1,0.658
4je1_1,1,0.96
4jp4_1,0,0.222
4ju5_1,0,0.296
4jz2_1,1,0.908
4k30_3,1,0.96
4k5s_1,0,0.002
4kcx_1,1,0.904
4kgb_1,1,0.704
4kkd_1,0,0.032
4kmd_4,0,0.016
4knh_1,0,0.0
4knh_4,0,0.022
4kv9_1,1,0.558
4kvr_2,1,0.968
4kxf_17,0,0.0
4kyx_1,1,0.828
4l3q_1,0,0.014
4l4w_9,0,0.068
4l4z_1,1,0.964
4l7e_1,1,0.518
4l85_1,0,0.992
4ld8_1,1,0.97
4ldb_4,0,0.136
4ldz_1,0,0.95
4le0_1,1,0.982
4lev_3,0,0.088
4lft_1,1,0.716
4lhc_2,0,0.004
4lir_1,1,0.902
4ljk_2,1,0.966
4lmf_6,1,0.802
4lo5_2,0,0.032
4low_1,1,0.97
4lrw_1,0,0.306
4lw8_1,1,0.986
4lza_1,1,0.86
4m58_1,0,0.136
4mdh_1,1,0.24
4mei_1,1,0.986
4mhr_2,1,0.89
4mko_2,0,0.84
4mkq_1,0,0.548
4mmm_5,1,0.964
4mqb_1,0,0.152
4muo_1,1,0.722
4n3v_1,0,0.432
4n4a_3,0,0.166
4nf1_4,1,1.0
4ngf_4,0,0.058
4nif_2,0,0.232
4nk0_2,0,0.916
4nld_3,0,0.02
4nnz_2,0,0.038
4npj_1,0,0.008
4nqq_1,1,0.846
4nsv_1,1,0.142
4nuq_1,1,0.958
4nvr_1,1,0.954
4nwc_2,0,0.338
4nxf_1,1,0.786
4nxw_2,0,0.05
4nzj_2,1,0.098
4nzq_2,0,0.134
4nzv_1,1,0.934
4o03_1,0,0.008
4o1h_1,1,0.878
4o1i_2,1,0.94
4o1r_2,1,0.912
4o1w_1,1,0.55
4o67_1,0,0.204
4o7v_1,1,0.896
4o9k_1,1,0.322
4oar_3,0,0.386
4ofd_1,1,0.592
4ohc_2,1,0.904
4oie_1,1,0.828
4oja_1,1,0.994
4oky_1,1,0.908
4omv_1,1,0.81
4oph_1,0,0.162
4ov8_5,0,0.038
4p2l_1,0,0.0
4p3o_5,0,0.0
4p3w_1,0,0.2
4p52_2,0,0.262
4p7o_1,0,0.016
4paa_1,0,0.004
4pbc_1,0,0.052
4pbe_1,1,0.914
4pel_7,0,0.0
4pfe_1,0,0.06
4ph6_1,1,0.954
4pln_1,0,0.01
4pob_1,1,0.932
4ppy_1,1,0.71
4pr3_1,1,0.544
4pwz_1,0,0.134
4pyz_1,0,0.03
4pz8_4,0,0.0
4pz9_1,1,0.976
4pzk_1,1,0.702
4q5y_1,0,0.024
4q7e_1,1,0.942
4q7j_22,0,0.02
4q96_2,0,0.838
4q97_1,1,0.914
4q9a_1,1,0.894
4qbo_1,1,0.988
4qdh_1,0,0.0
4qds_1,0,0.646
4qf2_1,1,0.944
4qf3_3,1,0.93
4qgb_1,0,0.12
4qhh_3,0,0.606
4qhi_1,0,0.778
4qhj_1,0,0.988
4qin_1,1,0.268
4qxw_1,1,0.974
4ray_1,0,0.53
4rb0_7,0,0.68
4rct_1,0,0.796
4re8_3,1,0.938
4red_1,0,0.058
4red_8,0,0.066
4rfp_1,1,0.334
4rly_3,0,0.112
4rmm_1,1,0.916
4rnj_1,0,0.488
4rxj_2,0,0.298
4rz0_1,1,0.858
4rzk_1,1,0.742
4s3m_1,0,0.284
4tkx_3,0,0.012
4tkz_2,1,0.664
4tmb_2,1,0.78
4trt_1,1,0.726
4tse_1,0,0.266
4tt4_1,0,0.474
4ttw_1,1,0.952
4twa_2,0,0.004
4u04_1,1,0.864
4u5k_1,0,0.184
4u66_5,0,0.402
4u9o_3,0,0.228
4v07_1,1,0.86
4w4j_5,0,0.148
4w8c_6,0,0.084
4w8j_6,0,0.048
4w8p_5,0,0.088
4whj_1,1,0.644
4wlm_2,0,0.156
4wny_1,1,0.796
4wov_3,1,0.258
4wph_1,0,0.002
4wt0_1,1,0.97
4wvr_2,1,0.916
4wwc_3,0,0.0
4wzh_4,0,0.052
4x0r_1,1,0.648
4x94_4,0,0.082
4xar_1,0,0.32
4xas_1,1,0.642
4xbd_3,0,0.462
4xea_1,1,0.1
4xss_5,0,0.022
4xvv_1,1,0.522
4xws_2,1,0.348
4y5u_1,0,0.29
4ye0_1,1,0.764
4yet_1,1,0.986
4yh6_1,0,0.02
4yiw_1,1,0.958
4yl6_4,0,0.69
4ytv_3,0,0.356
4yxf_1,1,0.79
4yyy_1,0,0.07
4zai_4,0,0.554
4zch_5,0,0.158
4zdu_4,0,0.018
4zhr_4,0,0.002
4zlp_4,0,0.288
4zms_1,0,0.992
4zmy_1,0,0.682
4zng_1,1,0.33
4zqb_1,0,0.368
4zrn_1,1,0.916
4zwv_1,1,0.846
5a0j_1,1,0.764
5a1k_8,0,0.042
5abr_1,1,1.0
5afb_2,0,0.106
5afb_5,0,0.086
5ajn_3,0,0.002
5an1_5,1,0.58
5ayp_1,1,0.77
5b1y_1,1,0.884
5b3z_1,0,0.008
5b7z_1,0,0.286
5bqn_4,0,0.004
5c04_1,1,0.984
5c2x_1,1,0.878
5c3q_18,0,0.004
5c6m_2,1,0.96
5c9v_3,0,0.006
5ca9_6,0,0.052
5cb2_3,0,0.01
5cho_3,1,0.538
5cjj_1,1,0.952
5ckl_1,0,0.956
5ckm_1,1,0.668
5ckn_1,0,0.038
5coa_3,0,0.174
5col_1,0,0.73
5cow_2,0,0.532
5crb_1,0,0.396
5crc_1,0,0.108
5cro_1,1,0.976
5csa_6,0,0.052
5d9g_2,0,0.228
5dbl_1,0,0.026
5dqw_1,1,0.868
5dra_1,1,0.986
5dtm_1,0,0.122
5dyk_2,0,0.2
5dym_1,1,0.51
5dyw_1,0,0.036
5dzm_3,0,0.076
5e5p_4,0,0.414
5e6m_3,0,0.002
5eb9_1,1,0.876
5edx_1,1,0.844
5eg8_1,0,0.016
5eo6_1,1,0.87
5ep8_1,1,0.956
5eq9_1,1,0.868
5eqf_7,0,0.002
5ex9_2,0,0.182
5exv_1,1,0.704
5eyo_2,1,0.22
5f05_1,1,0.834
5f3k_1,0,0.352
5f5m_14,0,0.002
5f5m_2,0,0.212
5f5r_2,0,0.554
5f74_2,0,0.044
5feg_1,1,0.976
5fgo_1,0,0.418
5fjz_4,0,0.17
5fn0_6,0,0.008
5fom_2,0,0.188
5fub_1,1,0.666
5fuf_1,0,0.08
5gkx_4,0,0.418
5gmj_6,0,0.222
5gt9_1,0,0.15
5gus_1,0,0.064
5gx8_1,0,0.0
5gyr_7,0,0.266
5gzu_1,0,0.004
5h0i_1,0,0.074
5h13_1,0,0.03
5h23_1,1,0.878
5h5n_1,1,0.94
5h7z_5,0,0.004
5hay_1,0,0.0
5hb0_7,0,0.328
5hiz_1,1,0.89
5hkl_1,1,0.886
5hm4_1,1,0.638
5hns_1,0,0.528
5ho9_4,0,0.03
5hpj_1,1,0.728
5hpk_5,0,0.014
5hqw_1,1,0.904
5hs8_1,0,0.706
5hsx_3,1,0.988
5hu7_1,1,0.914
5hxo_1,1,0.61
5i10_2,1,0.964
5i4c_1,1,0.962
5ie7_1,1,0.978
5ifw_6,0,0.182
5ig8_1,1,0.27
5igh_2,0,0.16
5igp_2,0,0.216
5il5_1,1,0.91
5imt_6,0,0.0
5iqw_2,0,0.652
5iu2_1,0,0.226
5iu9_1,1,0.106
5j1f_4,0,0.282
5j6o_1,1,0.916
5j7n_3,0,0.354
5j9c_1,1,0.98
5jgk_1,0,0.024
5jk9_1,0,0.056
5jrh_1,0,0.004
5jsq_1,1,0.672
5k2i_1,1,0.806
5k4b_1,0,0.0
5k5t_1,0,0.036
5k93_1,0,0.008
5kol_2,1,0.92
5ks7_1,1,0.346
5kvt_2,0,0.014
5kyn_7,0,0.038
5kz6_1,0,0.428
5l40_2,0,0.134
5l45_1,0,0.058
5l6q_1,1,0.934
5l7d_1,0,0.03
5l7n_1,0,0.394
5lb8_1,0,0.0
5lc1_5,1,0.916
5lj8_3,0,0.198
5llj_1,1,0.996
5lta_3,0,0.002
5lvz_1,1,0.82
5lx8_1,0,0.06
5m7q_3,1,0.912
5mat_1,0,0.188
5mfa_3,0,0.038
5mio_5,0,0.15
5mja_1,0,0.006
5mqh_4,0,0.042
5msn_1,0,0.0
5mus_1,0,0.1
5mwx_1,1,0.936
5mz4_7,0,0.056
5n69_1,0,0.002
5n71_4,0,0.024
5n7l_1,1,0.986
5na8_5,0,0.002
5ncr_1,1,0.954
5ncs_1,0,0.246
5nfo_5,0,0.002
5nqz_11,0,0.03
5o8e_2,0,0.002
5oj8_3,0,0.156
5omn_2,0,0.044
5onc_1,0,0.612
5oym_13,0,0.272
5p21_1,0,0.078
5qsl_2,0,0.15
5svg_1,0,0.706
5sy4_1,1,0.776
5t93_1,1,0.95
5t9f_1,0,0.132
5tc2_1,1,0.994
5tdq_2,0,0.936
5trb_1,1,0.992
5tus_3,1,0.186
5u0i_1,1,0.982
5u0k_4,1,0.938
5uig_4,0,0.474
5ujf_2,1,0.776
5ume_2,1,0.788
5uos_1,0,0.032
5uqm_2,0,0.018
5uvc_5,0,0.0
5uzx_1,0,0.292
5v01_1,1,0.984
5v38_7,0,0.006
5vcp_1,1,0.982
5vdf_4,1,0.822
5vkt_2,1,0.758
5vm1_5,1,0.872
5vm4_4,1,0.886
5vm9_1,0,0.0
5vsc_1,1,0.29
5vxa_3,1,0.852
5w5i_6,0,0.0
5wdi_2,0,0.044
5wly_5,0,0.586
5wme_4,0,0.466
5wme_5,0,0.234
5wof_13,0,0.836
5wqi_2,1,0.902
5wtx_4,0,0.0
5wyg_1,1,0.926
5x9i_1,1,0.358
5xbi_1,0,0.27
5xfl_2,0,0.308
5xo7_1,1,0.978
5xpu_3,0,0.06
5xq1_1,0,0.464
5xwe_1,1,0.822
5xwm_1,0,0.05
5xwm_3,0,0.004
5xwz_2,1,0.946
5xzw_7,0,0.012
5y2f_2,0,0.15
5y3e_2,0,0.726
5y4s_6,0,0.062
5y4t_1,1,0.818
5y5w_17,0,0.228
5y5w_3,0,0.134
5y9h_4,0,0.13
5y9h_6,0,0.02
5yfn_4,0,0.104
5ygs_6,0,0.336
5yij_13,0,0.0
5yim_2,0,0.012
5yp1_3,0,0.0
5yrg_1,1,0.97
5z0y_1,1,0.34
5z70_2,0,0.422
5zhq_1,0,0.008
5zln_1,0,0.01
5zmd_1,0,0.0
5znd_3,0,0.066
5zw3_1,1,0.616
5zyo_2,0,0.032
6a16_5,0,0.57
6a17_1,0,0.636
6a1z_5,0,0.0
6aob_1,0,0.28
6ar4_1,1,0.896
6as7_3,0,0.0
6auj_1,1,0.176
6azh_1,1,0.33
6b5q_7,0,0.036
6b72_1,0,0.862
6bb8_2,0,0.022
6beb_5,0,0.344
6bi7_21,0,0.122
6bm9_1,0,0.538
6bnc_1,0,0.036
6bui_11,0,0.0
6bwy_1,0,0.002
6cf6_1,0,0.248
6cgb_1,1,0.542
6cjs_3,0,0.608
6d2s_6,0,0.756
6d3l_1,0,0.002
6d9m_4,0,0.214
6dd5_1,0,0.002
6dfk_9,0,0.006
6dkk_1,0,0.548
6dkk_6,0,0.1
6eet_1,0,0.008
6eku_2,0,0.0
6emt_1,0,0.324
6eng_3,0,0.008
6epp_2,0,0.0
6ewi_3,0,0.534
6f1k_1,0,0.322
6f6p_1,0,0.192
6fhm_1,0,0.068
6fju_1,0,0.596
6fjv_2,0,0.924
6fnz_4,0,0.202
6fpt_1,0,0.478
6fwt_2,0,0.518
6g16_10,0,0.39
6g20_4,0,0.458
6g88_1,0,0.0
6g8t_3,0,0.792
6gc9_1,1,0.164
6gfk_3,0,0.18
6gjq_3,0,0.906
6gsu_1,1,0.74
6gv1_7,0,0.52
6gzc_3,0,0.42
6h3s_1,0,0.05
6h3u_14,0,0.43
6h4h_10,0,0.0
6h97_3,0,0.206
6hkw_16,0,0.046
6hzl_2,0,0.002
6i04_3,0,0.024
6i3j_3,0,0.07
6i7k_1,0,0.09
6i97_1,0,0.002
6ii0_11,0,0.034
6ii0_6,0,0.308
6ii0_7,0,0.008
6iii_1,0,0.0
6iny_1,0,0.004
6j09_4,0,0.008
6j09_5,0,0.09
6j20_3,0,0.006
6jdu_3,0,0.0
6jj4_4,0,0.16
6jod_12,0,0.002
6jol_2,0,0.242
6jsd_1,0,0.02
6jtz_1,0,0.132
6k6n_1,0,0.098
6kc6_7,0,0.148
6lnp_1,0,0.436
6mac_5,0,0.436
6mav_7,0,0.668
6mxd_2,0,0.616
6n5z_1,0,0.578
6nc7_1,0,0.148
6nfl_3,0,0.944
6np6_5,0,0.268
6o9q_5,0,0.002
6orf_1,0,0.006
6otn_2,0,0.314
6p40_1,0,0.116
6pkc_4,0,0.142
6pqn_5,0,0.07
6qgs_17,0,0.626
6qpp_2,0,0.546
6qq2_2,0,0.014
6qsn_1,0,0.002
6qu4_11,0,0.014
6qzh_3,0,0.008
6r2f_1,0,0.24
6r2s_8,0,0.29
6r80_2,0,0.53
6rp3_5,0,0.492
6rrc_4,0,0.086
6s1l_5,0,0.358
6tfq_4,0,0.006
6tka_4,0,0.01
6txq_3,0,0.0
6ucm_16,0,0.274
6vdd_2,0,0.012
6w25_2,0,0.008
6wrh_3,0,0.014
8jdw_1,0,0.058
