pdb_id,I_QSscore_top,I_QSscore_top_plddt,I_QSscore_top_ptm,I_QSscore_top_pae_inter_chain,I_DockQ_top,Training
2b7l_1,0.8022173087816962,0.799057289333455,0.799057289333455,0.7682666884003376,0.9,False
2b8h_6,0.0,0.0,0.0,0.0,0.005,False
2bbh_4,0.0,0.0,0.0,0.0,0.011,False
2bde_2,0.0,0.0,0.0,0.0,0.006,False
2bdm_2,0.008686014074988651,0.0,0.0,0.0,0.06,False
2bdq_1,0.9701467475447109,0.9701467475447109,0.9701467475447109,0.962572126448494,0.919,False
2bej_1,0.0,0.0,0.0,0.0,0.01,False
2bhm_2,0.8490725501717894,0.6611517725452296,0.4960089811791394,0.8490725501717894,0.804,False
2bho_1,0.6953479345907351,0.6843035306348526,0.6843035306348526,0.6459190042686159,0.835,False
2bm5_1,0.8922490623808714,0.8857141146588303,0.8857141146588303,0.8866400255276465,0.846,False
2bpd_1,0.09525540408370342,0.007226625020084851,0.09525540408370342,0.058480528663640105,0.05,False
2brv_1,0.00527051103061082,0.0,0.00527051103061082,0.0,0.063,False
2c2x_1,0.9628077950088971,0.957280824117356,0.957280824117356,0.9592842421381376,0.859,False
2c9s_1,0.9800397032401017,0.9777600089590924,0.9777600089590924,0.9800397032401017,0.965,False
2cc3_1,0.9103622912307489,0.8646187449165226,0.8646187449165226,0.8911769928476775,0.866,False
2cd0_1,0.9266473094353684,0.9266473094353684,0.9266473094353684,0.9107323712792117,0.784,False
2ctx_1,0.0,0.0,0.0,0.0,0.024,False
2cw2_1,0.9813785809691595,0.9694690338365474,0.9813785809691595,0.9802268765513349,0.979,False
2cw3_1,0.9753198621441187,0.967775850822428,0.9753198621441187,0.9687728734748271,0.913,False
2cx4_1,0.9583678326491738,0.9583678326491738,0.9583678326491738,0.9569992303654812,0.68,False
2d13_2,0.0,0.0,0.0,0.0,0.008,False
2d4h_1,0.0,0.0,0.0,0.0,0.005,False
2dc4_1,0.9850484127379117,0.9850484127379117,0.9850484127379117,0.9767953843495158,0.953,False
2dh6_1,0.0,0.0,0.0,0.0,0.009,False
2dou_1,0.7932469431636214,0.7887297305277117,0.7887297305277117,0.787603758323615,0.847,False
2dpf_1,0.9253303399856866,0.8687470455071787,0.8687470455071787,0.8190490670268952,0.734,False
2dql_1,0.9596760970123149,0.9596760970123149,0.9596760970123149,0.8968269077656325,0.621,False
2dsj_1,0.9814436683923484,0.9789480591606893,0.9799818849239658,0.9793678798418047,0.84,False
2dvn_1,0.0,0.0,0.0,0.0,0.009,False
2dwu_1,0.9602066238032007,0.9602066238032007,0.9602066238032007,0.017308716734326816,0.939,False
2dwy_6,0.061653399954115985,0.060000990579203925,0.060000990579203925,0.06036728809795812,0.032,False
2e1d_1,0.9801162037357513,0.9801162037357513,0.9801162037357513,0.9782756415906783,0.953,False
2e2c_1,0.15216065333719414,0.0,0.0,0.0,0.038,False
2e46_1,0.8701861360605939,0.8682862784611719,0.8682862784611719,0.8641921237638087,0.681,False
2eav_1,0.0,0.0,0.0,0.0,0.009,False
2ebb_1,0.9811476591077201,0.979767420375321,0.979767420375321,0.9811412723221593,0.975,False
2ecf_1,0.9730008393759091,0.971336256102715,0.9641421340186908,0.9716940761457028,0.945,False
2egu_3,0.0,0.0,0.0,0.0,0.006,False
2ejn_1,0.09013743607255267,0.08438647736370891,0.08438647736370891,0.048399243606487,0.069,False
2ekz_1,0.017772957495446676,0.0,0.017772957495446676,0.0,0.057,False
2eo0_1,0.8006899945886347,0.7716873053332844,0.7716873053332844,0.8006899945886347,0.725,False
2erc_1,0.030442920936412324,0.0,0.003158437140332765,0.0,0.023,False
2ew2_1,0.9849395901657173,0.9849395901657173,0.9849395901657173,0.9824270199007265,0.675,False
2ewt_1,0.7485277524581884,0.7416364645458001,0.7416364645458001,0.7390758925449352,0.524,False
2f00_1,0.8554464408844795,0.767196678541978,0.767196678541978,0.854055461299461,0.621,False
2f1m_2,0.00039837401334482254,0.0003670170055087014,0.00038048672093768913,0.0003790699755454043,0.004,False
2f1z_5,0.0,0.0,0.0,0.0,0.006,False
2f5e_1,0.9256218368091218,0.9200702018139569,0.9200702018139569,0.9188775282047771,0.97,False
2f6s_1,0.0,0.0,0.0,0.0,0.012,False
2f96_1,0.7874084976226158,0.776150959978985,0.7645675089730888,0.7633812578261909,0.929,False
2f9q_2,0.0012719591627464728,0.0005060197644000567,0.0,0.00031545421034460144,0.036,False
2f9q_3,0.03151970274229833,0.0,0.004730227458382394,0.008132837929805663,0.052,False
2fca_1,0.9675610687553146,0.9675610687553146,0.9651921323921681,0.9661044308328028,0.858,False
2fco_1,0.7038621760830722,0.6385648789016618,0.6385648789016618,0.7015005474585924,0.681,False
2ffv_3,0.1249007245713117,0.0,0.0,0.0,0.04,False
2fhq_1,0.9751605499771263,0.9625017917125336,0.9625017917125336,0.9751605499771263,0.92,False
2fj2_2,0.0,0.0,0.0,0.0,0.027,False
2fn1_1,NA,NA,NA,NA,NA,False
2fuc_1,0.977014614321535,0.977014614321535,0.977014614321535,0.9416687970484562,0.814,False
2fv7_1,0.0,0.0,0.0,0.0,0.009,False
2g0h_1,0.028451414356050888,0.0,0.0,0.028451414356050888,0.024,False
2g3k_8,0.0,0.0,0.0,0.0,0.055,False
2g3p_1,0.03203721912254416,0.0,0.0,0.0,0.013,False
2g45_2,0.07895858063814867,0.07895858063814867,0.07895858063814867,0.0,0.021,False
2g7p_1,0.05162628817428291,0.0060949200499727275,0.000374001660867503,0.0,0.05,False
2gd5_1,0.21483314556368974,0.003950440044652191,0.003950440044652191,0.05062130661739253,0.093,False
2gff_1,0.7833613092625022,0.7685560957227398,0.7685560957227398,0.7833613092625022,0.687,False
2goj_1,0.9748662576979138,0.9732678918463715,0.9732678918463715,0.9665344863948662,0.979,False
2gpc_1,0.9730651916657274,0.9663412573374203,0.9663412573374203,0.9597819398253515,0.949,False
2gs2_1,0.0,0.0,0.0,0.0,0.004,False
2gsl_3,0.6755120981298841,0.654976849948351,0.654976849948351,0.6755120981298841,0.8,False
2gwh_1,0.9658074258298779,0.9634458056077936,0.9634458056077936,0.0,0.528,False
2gz6_1,0.0,0.0,0.0,0.0,0.004,False
2h2w_1,0.8086290959024378,0.35557628319688017,0.35557628319688017,0.3828668398832242,0.902,False
2h8k_1,0.9776797398194282,0.0,0.9776797398194282,0.0,0.56,False
2h9u_1,0.9681761215176504,0.9681761215176504,0.9681761215176504,0.9626147546400518,0.806,False
2ha7_1,0.0,0.0,0.0,0.0,0.003,False
2hb0_1,0.032027075821774935,0.0,0.032027075821774935,0.0,0.013,False
2hjd_1,0.9388546366307781,0.927080201092372,0.9280488116457912,0.9388546366307781,0.793,False
2hk3_1,0.636444912900728,0.6032689992036273,0.629282714513906,0.6197251342352864,0.337,False
2hku_1,0.8553476121537571,0.8385037829807396,0.8499879302931677,0.8355180409340398,0.736,False
2hng_1,0.9799159365415256,0.9774782226431153,0.9799159365415256,0.9763417696251271,0.965,False
2hzb_1,0.9674300605747272,0.9641477111750191,0.966236507985445,0.9614522668904425,0.889,False
2i45_4,0.8140950219199256,0.7924966900541721,0.788127458580495,0.8140950219199256,0.831,False
2i5p_1,0.8468824472521206,0.8372673322524447,0.8372673322524447,0.8339038711188702,0.82,False
2i6a_2,0.0,0.0,0.0,0.0,0.007,False
2i7p_1,0.0,0.0,0.0,0.0,0.006,False
2i91_1,0.0,0.0,0.0,0.0,0.009,False
2i9z_1,0.8855552728670101,0.8730000558872306,0.8710305064528033,0.8855552728670101,0.769,False
2ibm_4,0.00043278873951958547,0.0,0.0,0.0,0.019,False
2idl_1,0.9516846762365316,0.9392885927424421,0.9499181278356916,0.9516846762365316,0.856,False
2ijd_5,3.876671208750927e-06,0.0,0.0,0.0,0.009,False
2ikk_1,0.5254331157945987,0.5012507536246581,0.4880385662762985,0.5093627236920248,0.565,False
2imn_1,0.9161852249227739,0.8916261205190548,0.8916261205190548,0.8893922593839422,0.828,False
2imz_1,0.0,0.0,0.0,0.0,0.021,False
2io3_12,0.03683295902520943,0.004897665142325837,0.03683295902520943,0.004897665142325837,0.022,False
2isy_1,0.8388461954715885,0.8101235951865097,0.7921993692960321,0.8388461954715885,0.793,False
2itf_5,0.43146687824425733,0.29579342526362296,0.29579342526362296,0.4155793974222665,0.219,False
2iut_1,0.0,0.0,0.0,0.0,0.004,False
2iut_6,0.0,0.0,0.0,0.0,0.004,False
2iy2_1,0.9535450267110075,0.953463029720619,0.9535450267110075,0.9535450267110075,0.865,False
2j3s_1,0.0,0.0,0.0,0.0,0.008,False
2j3x_1,0.025849014801687848,0.0,0.025849014801687848,0.0,0.021,False
2j3z_7,0.0,0.0,0.0,0.0,0.008,False
2j7l_4,0.0001800205418023175,0.0,9.057834819883955e-05,0.0,0.016,False
2j80_1,0.42501929907758884,0.24090931464868065,0.05347553122226329,0.24090931464868065,0.291,False
2j85_1,0.9237246917956304,0.7571658162527704,0.7571658162527704,0.9237246917956304,0.779,False
2j8m_1,0.9483575986162068,0.9483575986162068,0.9483575986162068,0.928987563371992,0.899,False
2j8w_1,0.9620944241665432,0.9620944241665432,0.9620944241665432,0.9379259556292026,0.943,False
2j8z_1,NA,NA,NA,NA,NA,False
2j98_1,0.5487474787536115,0.2121989365838287,0.5487474787536115,0.2121989365838287,0.3,False
2jbx_1,0.8567021117928854,0.3146843756501426,0.0,0.2285152333468274,0.568,False
2jfp_1,0.707438816206118,0.5006389463264383,0.5006389463264383,0.6003821880282255,0.583,False
2jkr_34,0.0,0.0,0.0,0.0,0.006,False
2jlp_3,0.7455366773673919,0.6233139313858702,0.7455366773673919,0.6369079803731735,0.922,False
2npn_3,0.0,0.0,0.0,0.0,0.009,False
2nsa_5,0.027882977530629644,0.0,0.0,0.0,0.02,False
2nsa_6,0.0,0.0,0.0,0.0,0.008,False
2ntx_3,0.0,0.0,0.0,0.0,0.005,False
2nub_6,0.025744270303017912,0.025744270303017912,0.025744270303017912,0.025744270303017912,0.014,False
2nvn_1,0.9655211031613747,0.9655211031613747,0.9577361209265074,0.9518749161211764,0.848,False
2nwu_1,0.003920657439908099,0.0,0.0,0.0,0.066,False
2nwv_1,0.9552686800387447,0.9495815498973034,0.9495815498973034,0.9087471882266297,0.882,False
2nx9_1,0.9730654467311175,0.9705970516081202,0.9418862438969517,0.9408149864103866,0.892,False
2nyb_2,0.9788608214604604,0.9788608214604604,0.9788608214604604,0.9701026247206749,0.969,False
2nys_1,0.8495321666169088,0.8495321666169088,0.8368079404390637,0.8495321666169088,0.851,False
2o1v_1,0.7410738176452387,0.37055727456519855,0.37055727456519855,0.7410738176452387,0.411,False
2o7m_6,0.0,0.0,0.0,0.0,0.006,False
2o9a_1,0.9404314976210271,0.9332835168006309,0.9404314976210271,0.0,0.797,False
2oai_1,0.6974887773985717,0.6974887773985717,0.6960814809593956,0.0,0.623,False
2ob5_1,0.9365604170469537,0.9365604170469537,0.9365604170469537,0.45502896909572876,0.809,False
2ofj_1,0.0,0.0,0.0,0.0,0.007,False
2ogi_1,0.9731490299402813,0.9715967738701624,0.9715967738701624,0.9724493521479108,0.95,False
2oik_2,0.9824704969081794,0.9823940600062606,0.9823940600062606,0.9800105058824127,0.963,False
2omk_1,NA,NA,NA,NA,NA,False
2ont_3,0.11046063459888762,0.10596095129635316,0.10596095129635316,0.00048044056947978993,0.041,False
2oo2_1,0.9807072493860919,0.9760179518879064,0.9760179518879064,0.9758577970537324,0.931,False
2oqt_5,0.5102141215469707,0.06883134097890689,0.15961282639085453,0.0680133340993294,0.491,False
2ov8_1,0.9376208075652479,0.9376208075652479,0.9376208075652479,0.9307460766943026,0.759,False
2ovg_3,0.9151926521935391,0.8003950303679133,0.8167000982001484,0.9151926521935391,0.913,False
2ovi_2,0.9716867917902356,0.9703955130024812,0.9703955130024812,0.9704794488367794,0.907,False
2oz6_1,0.9067484087940332,0.9060873018987086,0.9060873018987086,0.9051131386066651,0.847,False
2ozv_1,0.9594207348727929,0.9561101507512568,0.9561101507512568,0.9362206305869695,0.87,False
2p22_22,0.0007281764066836964,0.0007281764066836964,0.0007281764066836964,0.0,0.02,False
2p5u_1,0.9682303058893826,0.9652053140611067,0.9682303058893826,0.9655809078189906,0.898,False
2pcj_1,NA,NA,NA,NA,NA,False
2pf4_5,0.01496006081404784,0.01496006081404784,0.008468760311376836,0.01496006081404784,0.013,False
2pfi_1,0.9320996874307641,0.9146009912155149,0.9146009912155149,0.8908399781431224,0.797,False
2ph0_1,0.9677779180042195,0.9668253350776372,0.9668253350776372,0.9657044518323123,0.882,False
2ph1_1,0.46089600654218893,0.46089600654218893,0.3456310119415932,0.31922531840025264,0.495,False
2pij_1,0.798775361799135,0.7905879282911203,0.7905879282911203,0.765831923171039,0.803,False
2pju_1,0.557046220345325,0.5146788702844322,0.5146788702844322,0.5033589239381934,0.338,False
2pl1_1,0.9549218583942645,0.9509558566683105,0.9509558566683105,0.9495149962823063,0.874,False
2pls_5,0.9044997331414657,0.8815569050735831,0.8815569050735831,0.8904225120616631,0.924,False
2pmr_1,0.8084766533177271,0.7912696747723059,0.7912696747723059,0.7776154366644386,0.92,False
2pn5_2,NA,NA,NA,NA,NA,False
2ppv_1,0.9551399776448639,0.9454274606616743,0.9454274606616743,0.932227423929258,0.86,False
2pr8_3,0.10033363942833942,0.10033363942833942,0.0,0.0648768849741642,0.132,False
2pwj_2,0.751398274015526,0.7510502157021196,0.7510502157021196,0.7153323432403598,0.565,False
2pzz_1,0.7902970063757567,0.7902970063757567,0.7902970063757567,0.04077268525734942,0.57,False
2q24_2,0.916330052078068,0.9148277472015771,0.9148277472015771,0.8991090555816017,0.616,False
2q30_4,0.7490361566665036,0.733538267446811,0.733538267446811,0.7490361566665036,0.911,False
2q4n_1,0.9319259465960044,0.8532203346090677,0.8532203346090677,0.9319259465960044,0.917,False
2q5c_3,0.9364428028279485,0.9204666762224637,0.9204666762224637,0.9358125847334829,0.918,False
2q7d_1,0.0,0.0,0.0,0.0,0.005,False
2q8r_2,0.03448088940018126,0.00024611304338630817,0.00024611304338630817,0.03448088940018126,0.046,False
2qaz_2,0.825500254117167,0.8160602279356312,0.8160602279356312,0.8151152300026222,0.929,False
2qc7_2,0.8294145527975393,0.7724906231349872,0.7724906231349872,0.8294145527975393,0.717,False
2qgh_1,0.8371519708925316,0.8371519708925316,0.8371519708925316,0.8250169428781353,0.619,False
2qld_1,0.5609255456996903,0.5529638743603575,0.5524748559795031,0.5536917054296032,0.775,False
2qlx_2,0.979765348185699,0.9792336617228582,0.9792336617228582,0.9785914136382691,0.943,False
2qms_1,0.06643590401943046,0.0,0.0,0.06643590401943046,0.032,False
2qrr_1,0.9649815427223796,0.9600481088703332,0.9600481088703332,0.9485168750726444,0.912,False
2qsq_1,0.9224670377644801,0.9132025834952809,0.9132025834952809,0.9166294520259184,0.851,False
2qxl_1,0.027641882758039967,0.009339571652378729,0.027641882758039967,0.0,0.021,False
2qxy_1,0.10104328582994238,0.003925482532358015,0.031061063027084283,0.0,0.04,False
2qyu_1,0.050607244473969255,0.0,0.0,0.022080216297123333,0.015,False
2r3v_6,0.9816142461326625,0.9801751347563183,0.9801751347563183,0.9764420445879257,0.932,False
2r7h_1,0.9676066268317464,0.9493863344731868,0.777490109047083,0.9649737314486835,0.678,False
2r8q_1,0.8448803988066365,0.5965544418941504,0.5968299084756101,0.7430207378371596,0.865,False
2rax_22,0.09352324551087565,0.0,0.09352324551087565,0.0,0.02,False
2rc3_2,0.9218230127429677,0.9174007526699712,0.9174007526699712,0.4506923170817454,0.877,False
2rcv_2,0.9820229098020066,0.981730245964655,0.979055451695437,0.9775796881754768,0.973,False
2rdi_2,0.0,0.0,0.0,0.0,0.012,False
2rgv_1,0.8716411016779776,0.8567144002930404,0.8567144002930404,0.8716411016779776,0.329,False
2rhj_1,0.0014841469967612792,0.0014841469967612792,0.000454282237488423,0.0014701990711586226,0.006,False
2snw_1,0.45540413010601677,0.45540413010601677,0.45540413010601677,0.34922169760433897,0.247,False
2tpt_1,0.9816374853571516,0.9816374853571516,0.8586647031445769,0.9790163184127652,0.95,False
2uzj_8,0.004576165071090511,0.0,0.0,0.0016724417149760159,0.025,False
2v3t_1,0.7628482883311054,0.014160675360656771,0.7628482883311054,0.0,0.659,False
2v54_1,0.4200315132261062,0.39851636251396094,0.39851636251396094,0.4200315132261062,0.206,False
2v5n_1,0.10578707218693553,0.10578707218693553,0.010644709946839444,0.006050710544996701,0.018,False
2v9c_1,0.8288309210995319,0.8066848530774812,0.8066848530774812,0.7925811521775604,0.819,False
2vj4_7,0.09080638335107545,0.0,0.09080638335107545,0.0,0.019,False
2vnc_8,0.0,0.0,0.0,0.0,0.008,False
2vpk_1,0.9679619045013433,0.9679619045013433,0.9642319290796108,0.9657457685440385,0.931,False
2vrn_1,0.9769272314138115,0.9740006523989544,0.9740006523989544,0.9581004312491064,0.95,False
2vsc_4,0.03830151728510182,0.014499962530267687,0.014499962530267687,0.0014185516620712894,0.014,False
2vx8_1,0.7718245845417702,0.05544153529293813,0.05544153529293813,0.03915274937147155,0.413,False
2w0l_2,0.9492145714621503,0.9340861864749544,0.9189378305221386,0.9492145714621503,0.846,False
2w68_11,0.0,0.0,0.0,0.0,0.012,False
2w7w_1,0.9791517493774227,0.9791517493774227,0.9791517493774227,0.9604305961851222,0.955,False
2wcu_1,0.9838013719009853,0.982322521734429,0.982322521734429,0.9838013719009853,0.957,False
2we8_2,0.359772230108921,0.28248989587202405,0.28248989587202405,0.31664277011546904,0.645,False
2wfc_1,0.9750426327961969,0.9748735611361531,0.9727602091648246,0.9720305996227177,0.953,False
2wfh_1,0.6522757839736859,0.15874991796483393,0.15874991796483393,0.6522757839736859,0.378,False
2wnh_2,0.0,0.0,0.0,0.0,0.007,False
2wnh_5,0.0,0.0,0.0,0.0,0.007,False
2ws2_1,0.9685670547565702,0.9684905255988185,0.9684905255988185,0.9667336096264537,0.894,False
2wui_1,0.966489357324958,0.9544679927562734,0.9544679927562734,0.9612653230917387,0.666,False
2x2a_1,0.17490287665982912,0.0009878648579205707,0.17490287665982912,0.0009878648579205707,0.095,False
2x2u_3,0.08202570125761806,0.0336357468228346,0.08202570125761806,0.0033755693636409617,0.042,False
2x4i_1,0.8994439202473422,0.7230416519734122,0.7230416519734122,0.8994439202473422,0.759,False
2x6g_7,0.0,0.0,0.0,0.0,0.022,False
2xbf_2,0.0,0.0,0.0,0.0,0.007,False
2xcr_4,0.0,0.0,0.0,0.0,0.004,False
2xdp_6,0.07865865794137608,0.07865865794137608,0.0,0.010336120640026897,0.05,False
2xeq_1,0.0,0.0,0.0,0.0,0.008,False
2xeq_5,0.00029787943823737285,0.0,0.0,0.00029787943823737285,0.011,False
2xer_3,0.01870749321024881,0.0006670219192777489,0.0,0.0006670219192777489,0.019,False
2xeu_1,0.8148584052373645,0.8043968384549183,0.8043968384549183,0.8024260761741981,0.678,False
2xhf_1,0.975604487626312,0.9750052452301128,0.9750052452301128,0.9704180247160807,0.972,False
2xiq_1,0.0,0.0,0.0,0.0,0.003,False
2xj3_1,0.9625240130115253,0.9554285175182838,0.9554285175182838,0.9478551628206627,0.894,False
2xj9_1,0.8906070413051327,0.8884995873753199,0.8884995873753199,0.8594507731393368,0.856,False
2xss_2,0.06961741156798502,0.05810371196546426,0.05810371196546426,0.05916769994178318,0.017,False
2xt2_1,0.913372510913674,0.9118182058981642,0.9118182058981642,0.913372510913674,0.761,False
2xwc_1,0.06699253687286111,0.0,0.0,0.06699253687286111,0.024,False
2yaz_6,0.0,0.0,0.0,0.0,0.007,False
2ycj_1,0.7820092789214195,0.7605788948029956,0.7605788948029956,0.761045592012528,0.583,False
2ym0_5,0.0515084733322946,0.040491778153340756,0.040491778153340756,0.033127356669823194,0.012,False
2ym9_8,0.026050693745040647,0.0,0.026050693745040647,0.002551326333203525,0.015,False
2ymz_2,0.9652635153837833,0.7188588531075862,0.7188588531075862,0.960230260793684,0.928,False
2yvq_2,0.3720330511897718,0.2227809283851237,0.3720330511897718,0.23654572357659423,0.155,False
2yvu_1,0.8489341244215021,0.8489341244215021,0.8489341244215021,0.8259064894664793,0.841,False
2ywa_1,0.9290110173489278,0.9263266501171529,0.9263266501171529,0.9270926458538313,0.89,False
2yxz_2,0.9155586091236538,0.9153002416648124,0.9155586091236538,0.9077128919177101,0.946,False
2yy9_1,0.8353007665223703,0.8326522945492131,0.8239890502913115,0.8353007665223703,0.776,False
2z00_2,0.9714778599852147,0.9690824091999086,0.9690824091999086,0.9697678845268896,0.925,False
2z0f_1,NA,NA,NA,NA,NA,False
2z6f_1,0.6157086766315993,0.0,0.0,0.6157086766315993,0.197,False
2z7c_2,0.9190783255560956,0.9190783255560956,0.9190783255560956,0.9167387361728015,0.927,False
2zb3_4,0.0,0.0,0.0,0.0,0.007,False
2ze3_1,0.7627996569983323,0.7627996569983323,0.7627996569983323,0.753500577696616,0.575,False
2zhg_1,0.3651395013606352,0.2766160572101223,0.2766160572101223,0.3474595882459099,0.369,False
2zkj_2,0.0,0.0,0.0,0.0,0.007,False
2znh_1,0.007243099876516805,0.007243099876516805,0.007243099876516805,0.0,0.011,False
2zoz_2,0.0,0.0,0.0,0.0,0.01,False
2zu1_3,0.24569186253415135,0.2448198531324574,0.24569186253415135,0.22837437078883976,0.133,False
2zv3_3,0.9722090604537482,0.9710968875969695,0.9710968875969695,0.9671479646032327,0.906,False
2zvz_1,0.5709180325787435,0.5551444640842362,0.5551444640842362,0.5378700477088422,0.641,False
2zw2_1,0.9763745936499041,0.976359531559571,0.976359531559571,0.9752527594547877,0.915,False
2zxy_1,0.4740340699706913,0.4740340699706913,0.4740340699706913,0.05149260832209096,0.242,False
2zz8_1,0.0,0.0,0.0,0.0,0.006,False
2zzn_2,0.02642666974547433,0.0,0.0,0.004065375223061815,0.021,False
2zzt_1,0.882297053490069,0.8630882488176355,0.8615298717024459,0.878611162423604,0.914,False
3a1d_5,0.0197551943693915,0.01411625462550139,0.006935225268924965,0.0,0.025,False
3a44_1,0.004310611575731657,0.001705484249123944,0.004310611575731657,0.002790881387006342,0.016,False
3a9i_1,0.0,0.0,0.0,0.0,0.008,False
3aad_12,0.0,0.0,0.0,0.0,0.019,False
3ajz_1,0.8999035744440383,0.8835288355902661,0.8835288355902661,0.08192453487554158,0.895,False
3al9_1,0.7421110974035758,0.7421110974035758,0.7421110974035758,0.0,0.387,False
3aln_1,NA,NA,NA,NA,NA,False
3ani_1,0.0,0.0,0.0,0.0,0.006,False
3aos_1,0.052188493612138634,0.0062641728727741335,0.0062641728727741335,0.023046332433942385,0.016,False
3aqt_1,0.9247125876770401,0.8633221393859579,0.8633221393859579,0.9247125876770401,0.798,False
3atp_1,0.8100005144897683,0.6748018756260294,0.6748018756260294,0.7113178996983064,0.856,False
3auf_1,0.9667692956457284,0.9632581910389653,0.9632581910389653,0.9666510124805128,0.857,False
3aux_2,0.014930700412161182,0.012605728681717172,0.014930700412161182,0.012421338923732215,0.057,False
3aw8_1,0.9408995380792448,0.9391439321068296,0.9391439321068296,0.937145064984427,0.879,False
3b39_3,0.0,0.0,0.0,0.0,0.006,False
3b4u_1,0.973687602289053,0.9731367521503502,0.9731367521503502,0.9712605919076439,0.939,False
3b7h_1,0.8613274955846355,0.823145053035269,0.823145053035269,0.8440248051726721,0.848,False
3b7m_6,0.40729832105579006,0.40729832105579006,0.40729832105579006,0.007236551920145167,0.179,False
3bde_2,0.9070201859326636,0.878929211304798,0.8229364260803866,0.8957108516249737,0.653,False
3bdl_3,6.10155159722673e-05,0.0,0.0,6.10155159722673e-05,0.008,False
3bif_1,0.0,0.0,0.0,0.0,0.004,False
3bjr_1,0.8478859524908264,0.8478859524908264,0.8444751332537154,0.8424805982578305,0.696,False
3bjv_1,0.06068842806673826,0.040931376486956834,0.057085235316259544,0.040931376486956834,0.054,False
3bl8_1,0.8047248401650731,0.7973799349270374,0.7973799349270374,0.8040356194467829,0.694,False
3blc_3,0.02058891038890035,0.009438162551027238,0.002835662284635539,0.009438162551027238,0.013,False
3bqa_1,0.12360511683071879,0.11960779923314624,0.1093959281279559,0.12360511683071879,0.042,False
3bs3_1,0.5869451980773989,0.0,0.5418104883968987,0.5739236932340797,0.529,False
3bwv_1,0.8604515871521344,0.8553736263532342,0.8553736263532342,0.8577689516936683,0.804,False
3bxh_1,0.6469145441263366,0.627403211381349,0.6276335404354345,0.6469145441263366,0.41,False
3bxx_1,0.695248996063617,0.0,0.695248996063617,0.0,0.486,False
3bxz_1,0.10223007610700555,0.10223007610700555,0.10223007610700555,0.011357720036766116,0.049,False
3by8_2,0.8910424129120383,0.8406573746356463,0.8406573746356463,0.8910424129120383,0.775,False
3c1q_1,0.0,0.0,0.0,0.0,0.059,False
3c5q_1,0.8316904722940505,0.8316904722940505,0.8316904722940505,0.8215012496490166,0.612,False
3c6b_1,0.6923613246853991,0.6869103859957068,0.689487160941515,0.6879224054515882,0.929,False
3c8j_1,0.7771579667412899,0.7771579667412899,0.7771579667412899,0.0,0.367,False
3c8x_2,0.0,0.0,0.0,0.0,0.013,False
3c9g_1,0.8335839954845633,0.8335839954845633,0.8335839954845633,0.0704308913109016,0.746,False
3cb2_1,0.5832461891547323,0.5827374906514626,0.5832379940573337,0.5832461891547323,0.38,False
3ccg_1,0.9621333828440178,0.9538321611336366,0.9538321611336366,0.9470969969728597,0.816,False
3ce1_1,0.7624434403591793,0.7005505578474653,0.7624434403591793,0.711585520265488,0.831,False
3cei_1,0.9813434028125665,0.9778702627958775,0.9805452214923975,0.9756866596909904,0.968,False
3chi_1,0.9383095582046781,0.48279758476755463,0.48279758476755463,0.9383095582046781,0.833,False
3cjw_1,0.9410345197759565,0.9354842991604676,0.9354842991604676,0.9410345197759565,0.723,False
3cl3_7,0.3261671593954354,0.3261671593954354,0.3261671593954354,0.28750034791546797,0.359,False
3clk_1,0.7836362566441217,0.709654066023694,0.7836362566441217,0.7672317144587468,0.78,False
3clv_1,0.5711038437198371,0.1146044103045614,0.0,0.021313927075895973,0.205,False
3cnk_1,0.9289666888836888,0.9262732770779425,0.9287093207377655,0.9272221750552258,0.905,False
3cpe_5,0.0,0.0,0.0,0.0,0.011,False
3crj_1,0.9708457111898462,0.953994106456592,0.9708457111898462,0.9488140901070721,0.867,False
3ctz_1,0.8462995917577026,0.8218946080891769,0.8218946080891769,0.8235592536463049,0.604,False
3cwc_1,0.6423524118866194,0.6306110685692012,0.6306110685692012,0.6310530606583535,0.642,False
3cwn_2,0.9797777265921229,0.9675264599075484,0.9740490384223421,0.9797777265921229,0.928,False
3cyv_1,0.9308035742538376,0.9308035742538376,0.9308035742538376,0.919932430245785,0.812,False
3cz7_3,0.0,0.0,0.0,0.0,0.009,False
3d6r_3,0.04518806469762467,0.04518806469762467,0.04518806469762467,0.010403081606366795,0.049,False
3d7a_1,0.9309329741017247,0.9309329741017247,0.9309329741017247,0.010582589829343307,0.791,False
3d7q_2,0.9536185487031259,0.9476593495331217,0.9496627918527278,0.9536185487031259,0.909,False
3d8u_1,0.9246222327089387,0.7600298514368292,0.9080630823007741,0.7874714082795228,0.852,False
3da8_1,0.9542443519181368,0.952864968754269,0.952864968754269,0.9542443519181368,0.874,False
3dcj_1,0.0,0.0,0.0,0.0,0.008,False
3dd9_1,0.016894643263257843,0.012403410376332165,0.016894643263257843,0.012403410376332165,0.016,False
3ded_1,0.8719406271924923,0.7445444579803221,0.7445444579803221,0.829564406970845,0.609,False
3dex_1,0.9439738459339337,0.9256689791795547,0.9256689791795547,0.9294247297166044,0.851,False
3dh1_1,0.9120636150880842,0.8787725472766604,0.8787725472766604,0.06421213548775152,0.783,False
3die_1,0.08127083315698734,0.024490231972748855,0.014172946824808881,0.03937644192607989,0.019,False
