pdb_id,I_QSscore_top,I_QSscore_top_multimer_ranking,I_QSscore_top_plddt,I_QSscore_top_ptm,I_QSscore_top_pae_inter_chain,I_QSscore_top_iptm,I_DockQ_top
1u4m_1,0.9083765929374865,0.9001175066471598,0.9001175066471598,0.9001175066471598,0.8787192945850206,0.9001175066471598,0.822
1uat_2,0.44162301322079067,0.3906676587030348,0.3906676587030348,0.3906676587030348,0.00025106925252438647,0.3906676587030348,0.184
1ud0_7,0.6103494365046368,0.47103915679101427,0.6103494365046368,0.47103915679101427,0.38463479455281396,0.47103915679101427,0.696
1udv_1,0.9798058702026634,0.9772388487649988,0.9772388487649988,0.9772388487649988,0.9750020154576678,0.9772388487649988,0.943
1uer_2,0.9852146978599499,0.9850848601110475,0.984037867974874,0.9850848601110475,0.9847957548369421,0.9850848601110475,0.953
1ujk_3,0.06683727248251282,0.05347059176074313,0.030579718212063584,0.05347059176074313,0.04118721095792887,0.05347059176074313,0.06
1ujn_1,0.711226998274697,0.690047679465433,0.6896297946640405,0.690047679465433,0.711226998274697,0.690047679465433,0.803
1ukg_1,0.881489566306543,0.8791731902832752,0.881489566306543,0.881489566306543,0.1680419571343609,0.8791731902832752,0.942
1uou_1,0.9580790699989717,0.4657294216083222,0.9580790699989717,0.4657294216083222,0.49359400685593563,0.4657294216083222,0.843
1usm_1,0.9791483772751318,0.9791439147298725,0.9791439147298725,0.9791439147298725,0.9755542704436106,0.9791439147298725,0.961
1uvz_3,0.3158647130789828,0.3158647130789828,0.3158647130789828,0.3158647130789828,0.16470372348608292,0.3158647130789828,0.129
1v2a_1,0.9734847607552741,0.9734847607552741,0.9732471604596626,0.9734847607552741,0.9703606635420046,0.9734847607552741,0.931
1v2z_1,0.723223776057942,0.689804989708031,0.689804989708031,0.6269972981997882,0.664465301322636,0.689804989708031,0.598
1v4t_4,0.0,0.0,0.0,0.0,0.0,0.0,0.007
1v4v_1,0.9773972828569945,0.9727914962942734,0.9727914962942734,0.9727914962942734,0.9773972828569945,0.9727914962942734,0.653
1v98_2,0.9741555950748648,0.9641145971806745,0.9641145971806745,0.9641145971806745,0.9690185784626706,0.9641145971806745,0.533
1vez_2,0.8498629592841868,0.8386746345514166,0.8391047734167245,0.8386746345514166,0.830890012326064,0.8386746345514166,0.929
1vg9_2,0.002750123689715331,0.002750123689715331,0.00045677031275551317,0.002750123689715331,0.0014304831546691006,0.002750123689715331,0.009
1vh0_8,0.8712316125136577,0.8609483259187237,0.8712316125136577,0.8609483259187237,0.8606550186502717,0.8609483259187237,0.934
1vic_7,0.0,0.0,0.0,0.0,0.0,0.0,0.008
1vok_6,0.0,0.0,0.0,0.0,0.0,0.0,0.01
1vpl_1,0.09431439094116788,0.03815852582266304,0.09431439094116788,0.03815852582266304,0.09431439094116788,0.03815852582266304,0.122
1vqu_1,0.9800612376445322,0.9786547250627841,0.9790782771879628,0.9786547250627841,0.9800612376445322,0.9786547250627841,0.942
1vr0_1,0.98101680589895,0.9783378767993482,0.9776643265717114,0.9783378767993482,0.9769312377167151,0.9783378767993482,0.918
1wac_4,0.0,0.0,0.0,0.0,0.0,0.0,0.006
1wlg_3,0.0,0.0,0.0,0.0,0.0,0.0,0.007
1wn2_1,0.9347378617364362,0.9310867215114226,0.9231693693414937,0.9310867215114226,0.9347378617364362,0.9310867215114226,0.873
1wtc_1,0.0,0.0,0.0,0.0,0.0,0.0,0.007
1wwp_1,0.9617285123307822,0.9588277460469581,0.9588277460469581,0.9588277460469581,0.9617285123307822,0.9588277460469581,0.936
1x1p_3,0.0,0.0,0.0,0.0,0.0,0.0,0.008
1xef_2,0.7340252842582993,0.6401602364622321,0.6792878896000074,0.6401602364622321,0.6681452458169335,0.6401602364622321,0.495
1xew_4,0.0,0.0,0.0,0.0,0.0,0.0,0.015
1xi1_1,0.0,0.0,0.0,0.0,0.0,0.0,0.008
1xi3_1,0.9827024877255338,0.9808323363523461,0.9803689754231524,0.9808323363523461,0.9798250920380314,0.9808323363523461,0.951
1xkv_1,0.0,0.0,0.0,0.0,0.0,0.0,0.005
1xkz_2,0.0,0.0,0.0,0.0,0.0,0.0,0.013
1xlu_1,0.11741711772806923,0.11188978955102938,0.11188978955102938,0.11188978955102938,0.11741711772806923,0.11188978955102938,0.103
1xrc_5,0.0,0.0,0.0,0.0,0.0,0.0,0.008
1xre_1,0.9875868598104063,0.9859999716448985,0.9859999716448985,0.9859999716448985,0.9864566669605626,0.9859999716448985,0.989
1xso_1,0.9842298228436916,0.9838826511008908,0.9834777783117593,0.9838826511008908,0.9842298228436916,0.9838826511008908,0.965
1xsv_1,0.9820152258510914,0.9804793728253337,0.9813942727296892,0.9804793728253337,0.9813180723824785,0.9804793728253337,0.933
1xty_2,0.9782287300363735,0.9754281338874897,0.9782287300363735,0.9754281338874897,0.9782287300363735,0.9754281338874897,0.961
1xub_1,0.0,0.0,0.0,0.0,0.0,0.0,0.006
1xuq_1,0.9891592894077401,0.9887696225529892,0.9891592894077401,0.9887696225529892,0.9891247051861043,0.9887696225529892,0.987
1xur_1,0.017682127367112534,0.017682127367112534,0.017682127367112534,0.017682127367112534,0.002782182309559896,0.017682127367112534,0.028
1xvq_2,0.6713894159131905,0.6712371412957069,0.6712371412957069,0.6712371412957069,0.6713894159131905,0.6712371412957069,0.614
1xwb_5,0.2797263026862204,0.16754803944459026,0.16754803944459026,0.16754803944459026,0.2797263026862204,0.16754803944459026,0.137
1y67_1,0.9895209760608166,0.9874158917006554,0.9874158917006554,0.9874158917006554,0.9895209760608166,0.9874158917006554,0.987
1y6h_3,0.0,0.0,0.0,0.0,0.0,0.0,0.017
1y7h_2,0.9809440030047935,0.9809440030047935,0.9797154986028975,0.9809440030047935,0.9802949008646593,0.9809440030047935,0.953
1y7y_1,0.8024576300682494,0.7787102433960531,0.7744647583614386,0.7744647583614386,0.7830395398932859,0.7787102433960531,0.965
1yad_2,0.9774542222414389,0.9753373625324162,0.9752814664570871,0.9753373625324162,0.9752814664570871,0.9753373625324162,0.955
1yae_9,0.5482372644085728,0.45810854156174863,0.4942463151997228,0.45810854156174863,0.4022967220635722,0.45810854156174863,0.824
1ybz_2,0.9241253593544337,0.9218479654387361,0.921388978228236,0.9218479654387361,0.9241253593544337,0.9218479654387361,0.898
1ye5_1,0.9446705472215263,0.9446705472215263,0.9446705472215263,0.9446705472215263,0.9438580962099471,0.9446705472215263,0.888
1yem_1,0.9651587043069009,0.8865511364643052,0.8697517002664038,0.8865511364643052,0.9651587043069009,0.8865511364643052,0.987
1yln_1,0.0,0.0,0.0,0.0,0.0,0.0,0.007
1ysj_1,0.6488208705932158,0.6467708973471933,0.6467708973471933,0.6467708973471933,0.6413060257025943,0.637519276577037,0.646
1yv9_1,0.0,0.0,0.0,0.0,0.0,0.0,0.011
1yvl_4,0.09316992259567143,0.09316992259567143,0.06150150295197229,0.09316992259567143,0.08100466092349713,0.09316992259567143,0.183
1z72_1,0.9806482342568724,0.9806482342568724,0.9801454716808913,0.9806482342568724,0.9770344894581371,0.9806482342568724,0.921
1z9p_1,0.9789601358003229,0.972970477842628,0.972970477842628,0.972970477842628,0.9771047583974448,0.972970477842628,0.964
1zbh_2,0.4698949652409614,0.4698949652409614,0.0,0.0,0.0,0.4698949652409614,0.501
1zbr_1,0.9782798480739405,0.9774931958935956,0.9774931958935956,0.9774931958935956,0.9782798480739405,0.9774931958935956,0.945
1zc6_1,0.0,0.0,0.0,0.0,0.0,0.0,0.012
1zcj_3,0.08537520294233371,0.0,7.48156082187477e-05,0.0,0.04710300664891372,0.0,0.111
1zh2_1,0.9658154527654238,0.9636572918366346,0.9631443946624832,0.9636572918366346,0.9641278432644675,0.9636572918366346,0.891
1zjj_1,0.9823207451330959,0.98189748315687,0.98189748315687,0.98189748315687,0.9823207451330959,0.98189748315687,0.91
1zlj_1,0.9088056650731992,0.9048687067585248,0.9048687067585248,0.9048687067585248,0.9070970534475478,0.9048687067585248,0.944
1zp7_1,0.6825689992604667,0.6015218016201611,0.6825689992604667,0.6155218956743999,0.5150932385790561,0.6015218016201611,0.625
1zsz_1,0.7085836446176504,0.6567476982350545,0.7085836446176504,0.6567476982350545,0.683493807138463,0.6567476982350545,0.961
1zxk_1,0.9436401674035625,0.9436401674035625,0.9436401674035625,0.9436401674035625,0.8868368769859895,0.9436401674035625,0.904
1zy2_1,0.667864076372462,0.4443698729008255,0.6227550541717335,0.4443698729008255,0.667864076372462,0.4443698729008255,0.93
1zzh_2,0.8159920971854001,0.8136246786888885,0.8131703106473436,0.8136246786888885,0.813847134813944,0.8136246786888885,0.566
2a4a_3,0.6381970767488564,0.6116811545022639,0.6116811545022639,0.6116811545022639,0.6120723081483836,0.6116811545022639,0.574
2a67_2,0.9841929495393553,0.9840945575229443,0.9840945575229443,0.9839705507103516,0.9841559931865199,0.9840945575229443,0.978
2a8f_1,0.36112034167639423,0.3451074761689204,0.3344880289635846,0.3451074761689204,0.32314381016710225,0.3451074761689204,0.153
2ac1_3,0.0,0.0,0.0,0.0,0.0,0.0,0.005
2aca_1,0.9370452365573461,0.9369476015048879,0.8560792492835909,0.9369476015048879,0.815285874265832,0.9369476015048879,0.85
2ahm_21,7.615172975773922e-05,7.615172975773922e-05,0.0,7.615172975773922e-05,0.0,7.615172975773922e-05,0.01
2ajq_9,0.0,0.0,0.0,0.0,0.0,0.0,0.004
2aps_1,0.9734621298845871,0.9707451274376094,0.9723420251016494,0.9707451274376094,0.972749784231447,0.9707451274376094,0.969
2ar8_1,0.0004366562670777996,0.0,0.0,0.0,0.0003584133884564518,0.0,0.004
2axi_3,0.48069640766585614,0.3022721509792794,0.3831297515701145,0.3022721509792794,0.4198525685282075,0.3022721509792794,0.049
2b0u_18,0.0,0.0,0.0,0.0,0.0,0.0,0.004
2b5a_1,0.8937669854732816,0.8926901301474496,0.8926901301474496,0.8926901301474496,0.8937669854732816,0.8926901301474496,0.897
2b7l_1,0.630780442611457,0.5742526532531537,0.6185109934923857,0.5670962246965988,0.630780442611457,0.5742526532531537,0.892
2b8h_6,0.0,0.0,0.0,0.0,0.0,0.0,0.006
2bbh_4,0.0298507750561185,0.028904061305676385,0.028904061305676385,0.028904061305676385,0.013769522236542146,0.028904061305676385,0.029
2bde_2,0.0,0.0,0.0,0.0,0.0,0.0,0.006
2bdm_2,0.0,0.0,0.0,0.0,0.0,0.0,0.007
2bdq_1,0.9745367190224871,0.9727227674492352,0.9728871645562726,0.9727227674492352,0.9745302335149795,0.9727227674492352,0.955
2bej_1,0.0,0.0,0.0,0.0,0.0,0.0,0.009
2bhm_2,0.965686142262593,0.9650758603760997,0.9547958350770162,0.9650758603760997,0.9547958350770162,0.9650758603760997,0.846
2bho_1,0.8217175863906163,0.6708894645103606,0.666848391842609,0.6708894645103606,0.8217175863906163,0.6708894645103606,0.883
2bm5_1,0.9157853337104089,0.9086068825062436,0.9144629614014678,0.9144629614014678,0.9121287312095472,0.9086068825062436,0.886
2bpd_1,0.0,0.0,0.0,0.0,0.0,0.0,0.016
2brv_1,0.0,0.0,0.0,0.0,0.0,0.0,0.004
2c2x_1,0.9704119393579589,0.9627805167185671,0.9627805167185671,0.9627805167185671,0.9598545461598841,0.9627805167185671,0.881
2c9s_1,0.9790610946414526,0.9764988217626088,0.9606422797252433,0.9764988217626088,0.9606422797252433,0.9764988217626088,0.971
2cc3_1,0.9498485363686471,0.944142293247671,0.9384272451267736,0.944142293247671,0.9492343668882721,0.944142293247671,0.916
2cd0_1,0.9389785177984951,0.9389785177984951,0.9365140515202496,0.9389785177984951,0.8936526272232279,0.9389785177984951,0.793
2ctx_1,0.18136114789210403,0.1099988736035921,0.046537226766750185,0.1099988736035921,0.14303867881035395,0.1099988736035921,0.153
2cw2_1,0.9854264529943068,0.9854264529943068,0.9854264529943068,0.9854264529943068,0.9834154823737826,0.9854264529943068,0.988
2cw3_1,0.9817934071883293,0.2916695627302025,0.9810121456562348,0.2916695627302025,0.9817934071883293,0.2916695627302025,0.928
2cx4_1,0.9592410060192982,0.9586047285255808,0.9592410060192982,0.9586047285255808,0.9580186043580061,0.9586047285255808,0.765
2d13_2,0.9130845740504839,0.9106963065319756,0.9130845740504839,0.9106963065319756,0.9094356518085489,0.9106963065319756,0.76
2d4h_1,0.0,0.0,0.0,0.0,0.0,0.0,0.005
2dc4_1,0.9838862106966322,0.9819946279791447,0.9819946279791447,0.9819946279791447,0.9838862106966322,0.9819946279791447,0.952
2dh6_1,0.0,0.0,0.0,0.0,0.0,0.0,0.007
2dou_1,0.7909015943801381,0.7909015943801381,0.7909015943801381,0.7909015943801381,0.7840076926517188,0.7909015943801381,0.838
2dpf_1,0.8729743337999204,0.7862351444924516,0.8024527338936073,0.7862351444924516,0.8729743337999204,0.7862351444924516,0.849
2dql_1,0.9762607396082457,0.9762607396082457,0.9754266318023352,0.9762607396082457,0.9762239484927699,0.9762607396082457,0.957
2dsj_1,0.9814248177334614,0.9814248177334614,0.9810943387950853,0.9814248177334614,0.8747571947355276,0.9814248177334614,0.811
2dvn_1,0.0,0.0,0.0,0.0,0.0,0.0,0.009
2dwu_1,0.9648039246071634,0.9648039246071634,0.9648039246071634,0.9648039246071634,0.962664701457997,0.9648039246071634,0.929
2dwy_6,0.29281482178040447,0.06443233135790252,0.06021234504409126,0.06443233135790252,0.055033398881972076,0.06443233135790252,0.233
2e1d_1,0.9874422798664578,0.9857513968383239,0.9857513968383239,0.9846647164680405,0.9871660829633526,0.9857513968383239,0.975
2e2c_1,0.9144567443361776,0.9042018397321662,0.9040588855212194,0.9042018397321662,0.9144567443361776,0.9042018397321662,0.824
2e46_1,0.9149460063702171,0.8967378488019331,0.8967378488019331,0.8967378488019331,0.8951741614689016,0.8967378488019331,0.744
2eav_1,0.0,0.0,0.0,0.0,0.0,0.0,0.013
2ebb_1,0.9906454802211627,0.9898667127391413,0.9903081538142333,0.9898667127391413,0.9906454802211627,0.9898667127391413,0.977
2ecf_1,0.9684206721839734,0.963213992357852,0.963213992357852,0.963213992357852,0.9544300795325158,0.963213992357852,0.932
2egu_3,0.0,0.0,0.0,0.0,0.0,0.0,0.006
2ejn_1,0.30891789008138193,0.008052342086005398,0.0,0.008052342086005398,0.0,0.008052342086005398,0.284
2ekz_1,0.04232708629574872,0.006432057303056151,0.04232708629574872,0.006432057303056151,0.04232708629574872,0.006432057303056151,0.06
2eo0_1,0.8052214990619456,0.7968810108894628,0.8005752735752658,0.7968810108894628,0.8052214990619456,0.7968810108894628,0.753
2erc_1,0.0,0.0,0.0,0.0,0.0,0.0,0.012
2ew2_1,0.9839562543255868,0.983932200163806,0.983932200163806,0.983932200163806,0.9834291035213849,0.983932200163806,0.684
2ewt_1,0.7442322532790462,0.7263281085357233,0.7263281085357233,0.7263281085357233,0.7232736480354517,0.7263281085357233,0.533
2f00_1,0.5649271236901551,0.5575095863191116,0.5397333524107962,0.5575095863191116,0.5387319672724207,0.5575095863191116,0.353
2f1m_2,0.0007727394124208112,0.0004145277957743427,0.0004145277957743427,0.00040796903130200146,0.0,0.0004145277957743427,0.004
2f1z_5,0.0,0.0,0.0,0.0,0.0,0.0,0.008
2f5e_1,0.9210730447773331,0.9193517246313015,0.9194901659788515,0.9193517246313015,0.9210730447773331,0.9193517246313015,0.959
2f6s_1,0.0,0.0,0.0,0.0,0.0,0.0,0.012
2f96_1,0.9611800919991463,0.9440091670959343,0.9500521931997548,0.8838515409425848,0.9611800919991463,0.9440091670959343,0.967
2f9q_2,0.014925116033907348,0.014925116033907348,2.7637271482991832e-05,0.014925116033907348,0.0,0.014925116033907348,0.047
2f9q_3,0.10276585685474507,0.028912823968908066,0.028912823968908066,0.028912823968908066,0.006578158437954289,0.028912823968908066,0.135
2fca_1,0.9777737160460116,0.9765783027616035,0.9765783027616035,0.9765783027616035,0.9777737160460116,0.9765783027616035,0.89
2fco_1,0.5897434680408745,0.5674659599622697,0.5897434680408745,0.5674659599622697,0.39188661813176806,0.5674659599622697,0.691
2ffv_3,0.0040489929499306415,0.0040489929499306415,0.0009558856430683286,0.0009558856430683286,0.0010052777699420391,0.0040489929499306415,0.017
2fhq_1,0.9799122507458182,0.9786286069614557,0.9778734911647441,0.9786286069614557,0.9781085692466698,0.9786286069614557,0.962
2fj2_2,0.8772975615690676,0.8664714012981042,0.8636830550659068,0.8664714012981042,0.8538761484034326,0.8664714012981042,0.849
2fn1_1,0.9477487859832702,0.9456683751077141,0.9456683751077141,0.9456683751077141,0.9433198591276549,0.9472409469242493,0.754
2fuc_1,0.9791549175216413,0.9783022473857909,0.9776061310127871,0.9783022473857909,0.9778125761878232,0.9783022473857909,0.865
2fv7_1,0.0,0.0,0.0,0.0,0.0,0.0,0.009
2g0h_1,0.0,0.0,0.0,0.0,0.0,0.0,0.009
2g3k_8,0.0,0.0,0.0,0.0,0.0,0.0,0.055
2g3p_1,0.080573778364948,0.021437645979214517,0.080573778364948,0.021437645979214517,0.010338314737770216,0.021437645979214517,0.061
2g45_2,0.10151430575029864,0.06935579087682392,0.06415844262807792,0.06935579087682392,0.08843671703741647,0.06935579087682392,0.024
2g7p_1,0.012718546087138358,0.0,0.0,0.0,0.012718546087138358,0.0,0.019
2gd5_1,0.866311522603988,0.8658887221556191,0.6804542977733757,0.8658887221556191,0.8653740821653282,0.8658887221556191,0.855
2gff_1,0.9177228545022508,0.8812112373743921,0.8812112373743921,0.8812112373743921,0.9177228545022508,0.8812112373743921,0.846
2goj_1,0.9855343330937586,0.9855343330937586,0.9836441787285288,0.9855343330937586,0.9846784892689655,0.9855343330937586,0.977
2gpc_1,0.9883065771799904,0.9862173586517348,0.9869226717160825,0.9862173586517348,0.9875301444292485,0.9862173586517348,0.976
2gs2_1,0.005238545034920893,0.0,1.6616363615679695e-05,0.0,1.6616363615679695e-05,0.0,0.021
2gsl_3,0.6199839467916021,0.6156483054488682,0.6085506751986121,0.6156483054488682,0.6199839467916021,0.6156483054488682,0.886
2gwh_1,0.9610729896546459,0.9602211849557378,0.9602211849557378,0.9602211849557378,0.9610729896546459,0.9602211849557378,0.518
2gz6_1,0.0,0.0,0.0,0.0,0.0,0.0,0.004
2h2w_1,0.3542424232596539,0.3472408228595109,0.3542424232596539,0.3472408228595109,0.34072462445569646,0.3472408228595109,0.344
2h8k_1,0.9716209337475639,0.9716209337475639,0.9712120252974317,0.9716209337475639,0.9705154520674949,0.9716209337475639,0.569
2h9u_1,0.9752196789676308,0.9736181005578721,0.9736181005578721,0.9736181005578721,0.9720379228329441,0.9736181005578721,0.78
2ha7_1,0.0,0.0,0.0,0.0,0.0,0.0,0.003
2hb0_1,0.0,0.0,0.0,0.0,0.0,0.0,0.011
2hjd_1,0.979485679470559,0.979485679470559,0.9768671976566472,0.979485679470559,0.9647243752747133,0.979485679470559,0.872
2hk3_1,0.9659888215675944,0.965578419136957,0.965578419136957,0.965578419136957,0.9636836040901078,0.965578419136957,0.9
2hku_1,0.8270724536213567,0.8270724536213567,0.8270724536213567,0.8270724536213567,0.8116973455657929,0.8270724536213567,0.694
2hng_1,0.9799677478994931,0.9793475986649613,0.9793475986649613,0.9793475986649613,0.9791864103568829,0.9793475986649613,0.981
2hzb_1,0.9598281734098096,0.956497530690094,0.9598281734098096,0.956497530690094,0.7860672251618788,0.956497530690094,0.857
2i45_4,0.7889489517588513,0.7788535327409126,0.7788535327409126,0.7788535327409126,0.7889489517588513,0.7788535327409126,0.855
2i5p_1,0.8455895039261581,0.8454405992863913,0.8454405992863913,0.8454405992863913,0.8455895039261581,0.8454405992863913,0.862
2i6a_2,0.005371696443019266,0.0,0.0,0.0,0.0,0.0,0.024
2i7p_1,0.0,0.0,0.0,0.0,0.0,0.0,0.006
2i91_1,0.0,0.0,0.0,0.0,0.0,0.0,0.007
2i9z_1,0.9130623765643565,0.9096447250780515,0.9129700470373588,0.9096447250780515,0.908873040761748,0.9096447250780515,0.831
2ibm_4,0.003226379292613165,0.0003490701078593463,0.003226379292613165,0.003226379292613165,0.00227523495076748,0.0003490701078593463,0.02
2idl_1,0.9581233630635796,0.9528608296281583,0.9581233630635796,0.9528608296281583,0.9508950294157819,0.9528608296281583,0.923
2ijd_5,0.0,0.0,0.0,0.0,0.0,0.0,0.013
2ikk_1,0.5016576205308867,0.47672558214966887,0.5014690059966929,0.47672558214966887,0.47478079599536455,0.47672558214966887,0.616
2imn_1,0.9143444759778389,0.8988265141493899,0.8990914384670056,0.8988265141493899,0.9143444759778389,0.8988265141493899,0.826
2imz_1,0.8802218957386676,0.8734190060225113,0.8734190060225113,0.8752912818647287,0.875546071136265,0.8734190060225113,0.914
2io3_12,0.02238682218138358,0.01431035914017452,0.019040578044195997,0.01431035914017452,0.02238682218138358,0.01431035914017452,0.03
2isy_1,0.8518710125247478,0.8497030574869042,0.8497030574869042,0.8497030574869042,0.823175488105794,0.8497030574869042,0.949
2itf_5,0.18963269362347004,0.17102344634084557,0.16096660596390996,0.17102344634084557,0.013449433764039563,0.17102344634084557,0.099
2iut_1,0.044653692050382186,0.0033042421619568427,0.0033042421619568427,0.0033042421619568427,0.044653692050382186,0.0033042421619568427,0.201
2iut_6,0.0,0.0,0.0,0.0,0.0,0.0,0.003
2iy2_1,0.9767954972322682,0.975767480311281,0.975767480311281,0.975767480311281,0.9752388444049822,0.975767480311281,0.894
2j3s_1,0.0,0.0,0.0,0.0,0.0,0.0,0.012
2j3x_1,0.054592074879957354,0.0294881113787926,0.0014352144505363593,0.0294881113787926,4.525530791712132e-05,0.0294881113787926,0.027
2j3z_7,0.02303927885871503,0.00869287049493923,0.02303927885871503,0.0,0.018283138450298397,0.00869287049493923,0.03
2j7l_4,0.0024400466813611944,0.0,0.0,0.0,0.0,0.0,0.046
2j80_1,0.9384566927193768,0.9365790957753086,0.9323442252165406,0.9365790957753086,0.9313695576251193,0.9365790957753086,0.935
2j85_1,0.9357366674464217,0.921969742073797,0.9244202292171242,0.921969742073797,0.9357366674464217,0.921969742073797,0.796
2j8m_1,0.9843809400496195,0.9843809400496195,0.9830885745299693,0.9843809400496195,0.9835517780059556,0.9843809400496195,0.96
2j8w_1,0.9433480248160757,0.9378399286379578,0.9378399286379578,0.9378399286379578,0.9344593142622911,0.9378399286379578,0.958
2j8z_1,0.9817218837249815,0.9803943967326547,0.9803943967326547,0.9803943967326547,0.9808672495970189,0.9803943967326547,0.954
2j98_1,0.8150894034190325,0.7586079157641737,0.8027385051014154,0.7586079157641737,0.8088940101865605,0.7586079157641737,0.719
2jbx_1,0.829080923161735,0.8261647089586647,0.8217386805840047,0.8261647089586647,0.8114461265151529,0.8261647089586647,0.58
2jfp_1,0.6832087157469597,0.6163211545869532,0.6163211545869532,0.6163211545869532,0.6832087157469597,0.6163211545869532,0.602
2jkr_34,0.0,0.0,0.0,0.0,0.0,0.0,0.005
2jlp_3,0.6695012924509474,0.5847704180558192,0.6695012924509474,0.5847704180558192,0.5734283136651243,0.5847704180558192,0.932
2npn_3,0.0,0.0,0.0,0.0,0.0,0.0,0.009
2nsa_5,0.7180994299707528,0.6314564905424438,0.6314564905424438,0.6314564905424438,0.6068146624997558,0.6314564905424438,0.501
2nsa_6,0.0,0.0,0.0,0.0,0.0,0.0,0.008
2ntx_3,0.0,0.0,0.0,0.0,0.0,0.0,0.005
2nub_6,9.339807673912085e-05,0.0,0.0,0.0,0.0,9.339807673912085e-05,0.006
2nvn_1,0.9761420897690007,0.9742901200326558,0.9756713272187062,0.9742901200326558,0.9761420897690007,0.9742901200326558,0.877
2nwu_1,0.7952469442551178,0.7863167158548472,0.7890384241088965,0.7863167158548472,0.7810912794918973,0.7863167158548472,0.98
2nwv_1,0.9670277961491069,0.9568699921011374,0.9568699921011374,0.9568699921011374,0.9436471758622806,0.9568699921011374,0.912
2nx9_1,0.9780165152986594,0.9747271765461955,0.9747271765461955,0.9747271765461955,0.9430540542066053,0.9747271765461955,0.903
2nyb_2,0.9855058616134,0.9851922427534806,0.983655582361317,0.9851922427534806,0.9855058616134,0.9851922427534806,0.984
2nys_1,0.5433407618222255,0.5433407618222255,0.5432622008313477,0.5433407618222255,0.5100990255636906,0.5433407618222255,0.813
2o1v_1,0.19047295004679146,0.19047295004679146,0.16367593319007287,0.19047295004679146,0.08793992882266918,0.19047295004679146,0.456
2o7m_6,0.0,0.0,0.0,0.0,0.0,0.0,0.006
2o9a_1,0.9609618413858871,0.9568036357869588,0.9568036357869588,0.9568036357869588,0.9525536573825597,0.9568036357869588,0.894
2oai_1,0.8319423454074203,0.8319423454074203,0.8244452980004869,0.8319423454074203,0.7632144739535635,0.8319423454074203,0.67
2ob5_1,0.9666001070877384,0.9643085205297004,0.9619641433377013,0.9619641433377013,0.9666001070877384,0.9643085205297004,0.954
2ofj_1,0.0,0.0,0.0,0.0,0.0,0.0,0.01
2ogi_1,0.9739243219776764,0.9720121559024075,0.9720121559024075,0.9720121559024075,0.9724904542145024,0.9720121559024075,0.952
2oik_2,0.9872467906979957,0.9854956966005795,0.9863098563794509,0.9872467906979957,0.9868692643038307,0.9854956966005795,0.969
2omk_1,0.9630722663230884,0.6079938859968963,0.9627259973652731,0.6079938859968963,0.9530422539584991,0.6079938859968963,0.57
2ont_3,0.8701470513622784,0.8701470513622784,0.8701470513622784,0.8701470513622784,0.8402483759476869,0.8701470513622784,0.688
2oo2_1,0.9823087356650246,0.9784328517137248,0.9795635352571584,0.9784328517137248,0.9823087356650246,0.9784328517137248,0.942
2oqt_5,0.6021015594700908,0.5641476616990738,0.5641476616990738,0.5641476616990738,0.5165389834009024,0.5641476616990738,0.647
2ov8_1,0.9410244986256352,0.9095329826586238,0.8609903976189935,0.9095329826586238,0.8633093602138522,0.9095329826586238,0.821
2ovg_3,0.9175417063570119,0.9175417063570119,0.911253813437169,0.9175417063570119,0.9084482579849331,0.9175417063570119,0.852
2ovi_2,0.9718991621843718,0.9718991621843718,0.9717800885328298,0.9718991621843718,0.9707580069748935,0.9718991621843718,0.919
2oz6_1,0.945919365891417,0.9446391511479921,0.9438100002679255,0.9446391511479921,0.9356336161083056,0.9446391511479921,0.869
2ozv_1,0.9606978346842565,0.9387925854711303,0.9387925854711303,0.9387925854711303,0.9606978346842565,0.9387925854711303,0.873
2p22_22,0.008576440869013355,0.008576440869013355,0.008576440869013355,0.008576440869013355,0.0,0.008576440869013355,0.029
2p5u_1,0.9762206270072993,0.9757966291511804,0.9757966291511804,0.9757966291511804,0.9751072877557962,0.9757966291511804,0.953
2pcj_1,0.12961926847259997,0.09103325363269966,0.07056445874871693,0.035193064816938485,0.06011313293330656,0.09103325363269966,0.126
2pf4_5,5.78994057949383e-06,0.0,5.78994057949383e-06,5.78994057949383e-06,5.78994057949383e-06,0.0,0.015
2pfi_1,0.9826730795927402,0.9826730795927402,0.9791354503580639,0.9826730795927402,0.9808127021537033,0.9826730795927402,0.963
2ph0_1,0.9706293987971794,0.9706293987971794,0.9685832670694057,0.9679813726276142,0.9670339336117482,0.9685832670694057,0.892
2ph1_1,0.8263914533467905,0.8263914533467905,0.8263914533467905,0.8263914533467905,0.6564200080976842,0.8263914533467905,0.661
2pij_1,0.8023078816057998,0.8001610364934253,0.8001610364934253,0.8001610364934253,0.794973529655806,0.8001610364934253,0.817
2pju_1,0.5667398860725956,0.5223186087055677,0.5223186087055677,0.5223186087055677,0.5349883299638458,0.5223186087055677,0.409
2pl1_1,0.9653916428953891,0.9572517996782753,0.9653916428953891,0.9572517996782753,0.9616470006544111,0.9572517996782753,0.908
2pls_5,0.8434149875688051,0.8215340719824669,0.8215340719824669,0.8215340719824669,0.8345687100745949,0.8215340719824669,0.816
2pmr_1,0.879100808085573,0.8005343907816123,0.879100808085573,0.8005343907816123,0.8570851163527664,0.8005343907816123,0.836
