pdb-id,I_physiological_score,Training
2zzt_1,0.25,0
1ks2_1,1,0
4qf2_1,1,0
3rob_1,0.92,0
4a56_1,0.857143,0
1usm_1,1,0
1xwb_5,0.333333,0
1vqu_1,0.947368,0
1rpa_1,0.878788,0
1qto_1,0.870968,0
3sno_1,0.722222,0
2nwv_1,0.857143,0
2ctx_1,1,0
4xvv_1,1,0
1kie_1,0.8,0
1yae_9,0.0333333,0
2zhg_1,0.638889,0
3tr2_1,0.869565,0
1qkd_1,0.714286,0
3dui_1,0.444444,0
1fp5_1,0.68,0
3by8_2,0.526316,0
4eru_1,0.35,0
2jlp_3,0.6,0
3e8s_1,0.75,0
1my6_1,0.888889,0
4e86_14,0.818182,0
3aw8_1,0.193548,0
4kcx_1,0.380952,0
3fdg_1,0.736842,0
1vez_2,0.277778,0
4aj7_1,0.266667,0
4l7e_1,0.707317,0
4qbo_1,0.8,0
4bkm_1,0.222222,0
4exq_2,0.416667,0
1aoh_1,0.705882,0
2zw2_1,0.911765,0
3cyv_1,0.518519,0
3sdp_1,1,0
3msq_6,0.666667,0
1xsv_1,0.909091,0
3hru_1,0.8125,0
1tmk_1,0.608696,0
1e85_1,0.916667,0
2qc7_2,0,0
3nur_2,0.804348,0
1r7j_1,0.952381,0
2imn_1,0.941176,0
3k86_1,0.939394,0
3dyd_1,0.851064,0
2z6f_1,0.777778,0
3eoq_1,0.967742,0
4lir_1,0.615385,0
2eo0_1,0.833333,0
3pr8_1,0.666667,0
4flb_1,0.941176,0
4whj_1,0.818182,0
1f1c_1,0.294118,0
1u4m_1,0.333333,0
4dyw_3,0.652174,0
3svk_1,0.695652,0
4lmf_6,0.333333,0
5cro_1,0.9375,0
2bdq_1,0.807692,0
1okj_1,0.833333,0
3bxh_1,0.956522,0
3qq6_1,0.692308,0
2pju_1,0.678571,0
3lwb_1,0.555556,0
3jv9_1,0.851852,0
4ic3_1,0.92,0
5dqw_1,0.8,0
3hna_3,0.75,0
3htv_1,0.809524,0
3ooo_1,0.8,0
3u7i_2,0.78125,0
3efb_1,0.615385,0
3k6k_2,0.222222,0
4je1_1,0.666667,0
1zbr_1,1,0
1b0w_1,1,0
3ego_1,0.722222,0
4pbe_1,1,0
3nj2_1,1,0
4yet_1,1,0
3hf7_2,0.5625,0
1ii2_1,0.666667,0
2hzb_1,0.730769,0
1zp7_1,0.655172,0
2wcu_1,0.888889,0
2gz6_1,0.25,0
3m5b_1,0.823529,0
1gyo_1,1,0
3esf_1,0.9375,0
4emb_2,0.294118,0
1o64_1,0.733333,0
3l9e_2,0.684211,0
2ob5_1,0.916667,0
3lf7_2,0.565217,0
4fn9_1,0.583333,0
3kkc_1,0.684211,0
2j80_1,1,0
4trt_1,0.576923,0
2i45_4,0.928571,0
1iqc_1,0.783784,0
2ycj_1,0.875,0
1fzv_1,0.75,1
4qin_1,0.485714,0
3dqp_1,0.8125,0
1zlj_1,0.933333,0
3u5v_1,0.961538,0
3nzr_2,0.818182,0
3lhk_2,0.852941,0
1iiw_1,0.434783,0
1qxh_1,0.611111,0
3fbu_1,0.9375,0
1rkr_5,0.846154,0
4i5q_1,0.695652,0
1bgf_1,1,0
2ov8_1,0,0
3rri_2,0.439024,0
2xt2_1,0.736842,0
3kg6_2,0,0
1iug_1,0.404762,0
2i5p_1,0.837838,0
2fco_1,0.84,0
4g8t_2,0.551724,0
2b7l_1,0.8125,0
3pu7_1,0.777778,0
5hsx_3,0.5625,0
3ghy_3,0.52381,0
1ovn_1,0.05,0
3oa4_1,0.6,0
3hmk_1,0.923077,0
4lft_1,0.894737,0
3g17_2,0.818182,0
1e7n_1,0.954545,0
2fn1_1,0.684211,0
2z0f_1,0.684211,0
1f1g_2,0.631579,0
1bhm_1,0.954545,0
1tfg_1,0.103448,0
3rks_2,0.555556,0
3hdv_3,0.785714,0
1jr9_1,0.933333,0
3leq_2,1,0
4cgr_1,0.807692,0
4nf1_4,0.916667,0
3bde_2,0.809524,0
1h1y_1,0.818182,0
4pr3_1,0.9375,0
4pzk_1,0.837838,0
2j8w_1,0.714286,0
1v98_2,0.142857,0
2ecf_1,0,0
3zc9_1,1,0
1s9p_1,0.678571,0
1fux_1,0.789474,0
1tz3_1,0.363636,0
3p3d_2,0.785714,0
2bhm_2,1,0
3u80_1,0.95,0
3k5x_2,0.619048,0
3cjw_1,0.565217,0
1q1n_1,0.518519,0
1jzo_1,0.904762,1
4xea_1,0.291667,0
1my7_1,1,0
3c1q_1,0.923077,0
2cd0_1,0.8,0
4rmm_1,0.6,0
2xhf_1,0.2,0
2f5e_1,0.592593,0
4mei_1,0.52381,0
1hlc_1,0.6875,0
4pz9_1,0.55,0
1zjj_1,0.851852,0
4lw8_1,0.764706,0
1ivl_1,0.76,0
4f2n_2,0.941176,0
3gor_1,0.541667,0
1cd0_1,0.818182,0
2goj_1,1,0
2w7w_1,0.952381,0
1jrk_1,0.944444,0
1hjr_1,1,0
1qhq_3,0.0588235,0
2ph1_1,0.789474,0
2pmr_1,1,0
2dql_1,0.952381,0
3f14_1,0.588235,0
2qaz_2,0.913043,0
5a0j_1,0.53125,0
6gsu_1,0.892857,0
2b5a_1,0.590909,0
1uer_2,0.888889,0
2qxy_1,0.769231,0
3tqu_2,0.526316,0
2zv3_3,0.809524,0
3ded_1,0.25,0
2ozv_1,0.714286,0
1gan_1,0.6875,0
1mp9_1,0.894737,0
1to0_3,0.869565,0
1gmz_1,0.631579,0
1xef_2,0.666667,0
4wny_1,0.28,0
4kyx_1,0.958333,0
2fca_1,0,0
3hv2_1,1,0
3jr8_2,0.5,0
3t9y_1,0.784314,0
1a7g_1,0.913043,0
3k5s_1,0.551724,0
3lhx_1,0.9,0
3kb1_1,0.705882,0
4ohc_2,0.92,0
1zxk_1,0.68,0
2nwu_1,0.846154,0
3kay_1,0.190476,0
2c2x_1,0.823529,0
3uqz_1,0.263158,0
3q1d_1,1,0
4nzv_1,0.625,0
2fj2_2,0.5,0
1u3z_1,1,0
4ds3_1,0.6,0
4o1h_1,0.333333,0
4le0_1,0.470588,0
1xso_1,0.666667,0
1ye5_1,1,0
1qg7_1,0.346154,0
3hjg_1,0.26087,0
4d6y_1,0.692308,0
2pfi_1,0.764706,0
1ohq_1,1,0
3o0m_1,0.928571,0
3atp_1,0.633333,0
4ofd_1,0,0
2j8z_1,0.782609,0
2v9c_1,0.636364,0
2qld_1,1,0
3rny_3,0.444444,0
3toe_1,0.947368,0
2ymz_2,0.647059,0
1cd8_1,0.541667,0
3cei_1,0.888889,0
4rzk_1,0.1875,0
4ph6_1,1,0
1sfr_4,0.35,0
4oja_1,0.368421,0
1uvz_3,0.909091,0
4kvr_2,0.4,0
3egj_2,0.904762,0
4v07_1,0.857143,0
3ehc_1,0.952381,0
4fzp_1,1,0
2ws2_1,0.586207,0
2nyb_2,1,0
1zy2_1,0.333333,0
4c98_1,0.35,0
3ros_1,0.47541,0
1v4v_1,0.827586,0
3ec9_1,0.666667,0
3m5u_1,0.72549,0
1jbg_1,0.818182,0
1o12_1,0.5,0
3ssi_1,0,1
1jm0_2,1,0
1xre_1,0.944444,0
1vr0_1,0.318182,0
1sxs_1,0.526316,0
3dl3_1,0.818182,0
2j8m_1,0.941176,0
2j85_1,1,0
3keb_1,0.608696,0
3mnd_1,0.631579,0
1mi8_1,0.461538,0
4wt0_1,0.714286,0
2isy_1,0.777778,0
5b1y_1,0.769231,0
3khp_2,0.6,0
1lyn_1,1,0
1afw_1,0.74,0
4ye0_1,0.125,0
2zxy_1,0.916667,0
3d7q_2,0.782609,0
4tkz_2,0.794118,0
2i9z_1,1,0
3p0c_3,0.869565,0
2x2a_1,0.913043,0
3lqn_1,0.758621,0
3aqt_1,0.625,0
1b78_1,0.777778,0
3tbo_1,0.956522,0
4exn_1,1,0
1h0x_1,0.9,0
3mux_1,0.807692,0
3lv9_1,0.684211,0
3r6m_1,0.541667,0
1zh2_1,0.619048,0
4qf3_3,1,0
3jv5_2,0.666667,0
3ccg_1,0.9375,0
1jog_2,0.518519,0
3oxp_1,1,0
3i8b_2,0.714286,0
3hde_2,0.709677,0
1d1t_4,0.75,0
4k30_3,0.785714,0
4i1t_1,0.304348,0
3h1s_1,0.941176,0
3p9x_1,0.647059,0
3ewb_1,0.882353,0
2q8r_2,0.409091,0
3ce1_1,0.578947,0
3hz4_1,0.648649,0
3juw_2,0.95,0
4o1i_2,0.409091,0
4e4j_2,0.566667,0
1eqw_2,0.1,0
1y7h_2,0.727273,0
2x4i_1,0.823529,0
3hm7_2,0.190476,0
3tn4_1,0.512821,0
3umc_2,0.47619,0
2oz6_1,0.757576,0
3gw2_1,0.870968,0
4ld8_1,0.894737,0
2ph0_1,1,0
1bjj_9,0.5,0
3lyp_1,0.956522,0
3lcr_1,0.842105,0
4nqq_1,0.411765,0
2we8_2,0.454545,0
3pf9_1,0.148148,0
2xeu_1,1,0
3lo3_3,0.848485,0
3igr_2,0.958333,0
1ix9_1,1,0
3b7h_1,0.65,0
3auf_1,1,0
2a67_2,0.842105,0
4dup_1,0.84,0
4l4z_1,0.478261,0
2aps_1,0.157895,0
3l9z_1,0.761905,0
3g13_1,0.857143,0
3l7o_1,0.892857,0
1hy3_1,0.222222,0
1j1i_1,0.315789,0
2pzz_1,0.4375,0
3l1w_2,0.571429,0
3clv_1,0.529412,0
4nzj_2,0.34375,0
3erj_1,0.964286,0
4du5_2,0.625,0
3duv_1,0.967742,0
4wvr_2,0.266667,0
4eo9_1,0.684211,0
3e7p_1,0.368421,0
3hy8_1,0.639344,0
5c2x_1,0.222222,0
1y67_1,0.888889,0
1ybz_2,1,0
3p0u_1,0.483871,0
1rfy_1,1,0
3fbt_2,0.428571,0
2nys_1,1,0
3kbf_1,0.611111,0
1e59_1,0.666667,0
1aiz_1,0.461538,0
4e5y_1,0.666667,0
3w66_1,0,0
4f82_1,0.894737,0
3dqz_2,0.473684,0
1srr_1,0.533333,0
4low_1,0.928571,0
1hq8_1,0.826087,0
3nrd_1,0.892857,0
3lyc_3,0.0789474,0
3bjv_1,0.772727,0
3eeg_1,0.944444,0
3ees_1,0.461538,0
3zig_1,0.772727,0
1xkz_2,0.3125,0
3o63_1,0.5,0
1rz6_2,0.64,0
3kht_2,0.368421,0
3lmb_1,0.966667,0
2qgh_1,0.833333,0
3kg8_1,0.368421,0
3qat_3,0.678571,0
1q98_1,0.631579,0
3hq2_1,0.09375,0
4mmm_5,0.6875,0
2fuc_1,0.583333,0
2h2w_1,0.555556,0
3glv_1,0.75,0
3nib_1,0.266667,0
4q9a_1,0,0
5iu9_1,0.508475,0
5i10_2,0.0588235,0
5j6o_1,0,0
5dym_1,0.791667,0
5ayp_1,0.725,0
5ie7_1,0.714286,0
5hpj_1,0.5,0
5feg_1,0.529412,0
5an1_5,0.84,0
5hkl_1,0.708333,0
5f05_1,0.458333,0
5hu7_1,0.421053,0
5hxo_1,0.857143,0
5ig8_1,0.44,0
5c04_1,0.6875,0
5eb9_1,0.714286,0
5hm4_1,0.266667,0
5i4c_1,0.777778,0
5ep8_1,0.888889,0
5hiz_1,0.642857,0
5fub_1,0.59375,0
5il5_1,0,0
5edx_1,0.857143,0
5exv_1,0.555556,0
5hqw_1,0,0
5h5n_1,0.884615,0
5abr_1,0.5625,0
5ckm_1,0.703704,0
5eyo_2,0.648649,0
5dra_1,0.9375,0
5ks7_1,0.692308,0
5k2i_1,0.894737,0
5llj_1,1,0
5trb_1,0.85,0
5j9c_1,0.722222,0
5lc1_5,0.607143,0
5kol_2,0.772727,0
5jsq_1,0.939394,0
5vcp_1,0.857143,0
5u0k_4,0.176471,0
5vm1_5,0.689655,0
4zng_1,0.269231,0
5wyg_1,0.869565,0
5lvz_1,0.714286,0
4yiw_1,0.318182,0
5u0i_1,0.875,0
5m7q_3,0.0833333,0
5v01_1,0.923077,0
5l6q_1,0.764706,0
5ujf_2,0.176471,0
6gc9_1,0.192308,0
5x9i_1,0.5,0
5sy4_1,0.965517,0
6azh_1,0.592593,0
5xwe_1,0.923077,0
6ar4_1,0.75,0
5xwz_2,0.615385,0
5ncr_1,0.235294,0
5t93_1,0.833333,0
5cho_3,0.586957,0
6auj_1,0.692308,0
6cgb_1,0,0
5ume_2,0.125,0
5y4t_1,0.266667,0
5wqi_2,0.407407,0
5n7l_1,0.533333,0
5z0y_1,0.647059,0
5vkt_2,0.5,0
5vxa_3,0.88,0
5zw3_1,0.692308,0
5tc2_1,1,0
5tus_3,0.5,0
5mwx_1,0.235294,0
5vdf_4,0.0588235,0
5vm4_4,0.0625,0
5xo7_1,0.785714,0
5vsc_1,0.56,0
5yrg_1,0.777778,0
5h23_1,0.4,0
1ex2_1,0.357143,0
2zoz_2,0.55,0
1xub_1,0.15,0
4lev_3,0.137931,0
3l1e_1,0.72,0
4ga4_1,0.444444,0
1rtv_1,0.740741,0
4zms_1,0.352941,0
1jil_1,0.111111,0
4fqu_5,0.1875,0
1q4j_1,0.4,0
1azw_1,0.111111,0
4e69_2,0.473684,0
4i24_3,0.228571,0
4nk0_2,0.956522,0
2npn_3,0.333333,0
2gs2_1,0.0869565,0
4qhj_1,0.95,0
1c3g_1,0.03125,0
3ez9_2,0.745455,0
1xkv_1,0.327273,0
4qhi_1,0.882353,0
2g0h_1,0.484848,0
3lf6_1,0.481481,0
3bif_1,0.444444,0
1fp3_2,0.742857,0
4axv_2,0.333333,0
3f3y_2,0.1875,0
2pcj_1,0.7,0
4nwc_2,0.210526,0
2zkj_2,0.3,0
3g48_2,0.545455,0
2v54_1,0.631579,0
4o67_1,0.111111,0
3rao_1,0.155556,0
1xlu_1,0,0
3k1m_1,0.315789,0
3dcj_1,0.485714,0
2dwy_6,0.619048,0
3ljb_2,0.9375,0
1yvl_4,0.269841,0
3nzp_2,0.489362,0
2egu_3,0.761905,0
1np8_1,0.5625,0
1wtc_1,0.545455,0
4xar_1,0.608696,0
1som_1,0.121951,0
2o1v_1,0.25,0
3hha_4,0.692308,0
1zc6_1,0.176471,0
1fpq_1,0.760563,0
5ckl_1,0.944444,0
1ijy_1,0.842105,0
3fh0_1,0.230769,0
4s3m_1,0.0869565,0
4zqb_1,0.244444,0
2xwc_1,0.791667,0
5cow_2,0.681818,0
2bpd_1,0.722222,0
4iys_1,0.75,0
4mqb_1,0.575758,0
4g7n_1,0.8,0
2ekz_1,0.3,0
1iyz_1,0.0909091,0
1dd7_1,0.382353,0
1xur_1,0.392857,0
4q96_2,0.941176,0
4p52_2,0.580645,0
4nnz_2,0.442308,0
3ucr_1,0.0625,0
2ar8_1,0.392857,0
2ha7_1,0.125,0
1bws_1,0.290323,0
3hn2_1,0.0434783,0
1ujk_3,0.842105,0
4y5u_1,0.909091,0
1bp6_1,0.4375,0
3ijl_2,0.434783,0
1s9p_5,0.741935,0
4dsc_1,0.40625,0
3qxu_2,0.642857,0
3rog_2,0,0
4ldz_1,0.44,0
4ckn_2,0.870968,0
1se8_1,0.857143,0
1kvo_2,0.545455,0
2axi_3,0.9,0
5p21_1,0,0
3fcx_1,0,0
4h2i_1,0.0967742,0
1esr_1,0,0
3mxo_2,0.269231,0
3e6d_1,0.709091,0
4rnj_1,0.481481,0
4i15_1,0.485714,0
8jdw_1,0.16129,0
1poe_1,0.333333,0
3g45_1,0.294118,0
4jp4_1,0.333333,0
1qrd_1,0.555556,0
1bjt_1,0.533333,0
3h7l_3,0.0416667,0
1qvt_19,0,0
3gz1_1,0.698113,0
4lrw_1,0.304348,0
3kux_3,0.5,0
1vpl_1,0.0555556,0
4ray_1,0.975,0
4yyy_1,0.173077,0
4l85_1,0.5,0
1jye_1,0.0555556,0
2qms_1,0.846154,0
2fv7_1,0.485714,0
2dvn_1,0.621622,0
4xbd_3,0.857143,0
1txn_1,0.956522,0
2rgv_1,0.947368,0
4tt4_1,0.409091,0
2bej_1,0.3,0
1f1j_5,0.142857,0
1lvb_5,0.434783,0
2bde_2,0.423077,0
1yv9_1,0.25,0
2g3k_8,0.793103,0
1vok_6,0.407407,0
1ecx_1,0.444444,0
3d6r_3,0.84,0
5b7z_1,0.545455,0
5j7n_3,0.4375,0
5hs8_1,0.826087,0
5gt9_1,0.607843,0
5ckn_1,0.0816327,0
5dyw_1,0.0555556,0
5h0i_1,0,0
5uzx_1,0.0740741,0
4zmy_1,0.375,0
5z70_2,0.631579,0
5wdi_2,0.230769,0
5yii_1,0.628571,0
5t9f_1,0.384615,0
5svg_1,0.472222,0
